battle_entities_tables																																																
32																																																
key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	crawl_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	shape	radius	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake_type	dismember_head_alive_hp_ratio	dismember_arms_hp_ratio	jump_attack_chance
wh2_main_def_cavalry_fast_170_blood	horse	2	9.2	6.5	7	11	35	30	30	1.4	ellipse	0.5	600	2	170	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_def_cavarly_rider_170_hero_blood	man	1.5	3.3	2	4	4.5	35	30	25	0.6	circle	1	100	1.8	170	120	8	True	True	0	0	0	medium	1	ignore	wh_human_male	0	infantry_light_effects	70	60	0	False	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_cold_one_chariot	giant	1.5	6.6	4	6	10	40	35	35	2	capsule	0.6	1500	2	360	60	8	True	True	1	0	0	large	1	rotation	wh_chariot_metal	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.6	0	False	composite_scene\porthole\cold_one_chariot_porthole.csc	False	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_cold_one_chariot_articulation	chariot	1.5	6.6	5.3	6	10.2	40	35	35	4.4	capsule	0.29	1500	2	360	60	8	True	True	1	0	0	large	1	rotation	wh2_chariot_articulation	3	artillery_effects	0	0	0.3	False	1	0.8	4			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_cold_one_chariot_draught	horse	1.6	6.6	4	6	10.6	40	35	35	1.5	ellipse	0.5	1050	1.9	360	80	8	True	True	1	0	0	large	1	rotation	wh2_cold_one	3	artillery_effects	0	0	0	False	1	0.85	4			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_infantry_blood_dismembers	man	1.5	3.3	4	5	4.1	30	25	25	0.65	circle	1	100	1.8	80	140	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_def_infantry_corsair_blood_dismembers	man	1.5	4	3	5	4.6	30	25	25	0.65	circle	1	100	1.8	360	140	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_def_infantry_death_hag_blood_dismembers	man	1.5	4.4	4	5	5.2	30	25	25	0.65	circle	1	400	1.8	60	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	65	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_def_infantry_fast_blood_dismembers	man	1.8	4.2	5	6	4.9	30	25	25	0.65	circle	1	90	1.8	80	160	8	True	True	0	0	0	small	2	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	0.8	0.8999999	1			0.5	1.8	0	False		True	True	wh_main_unit_combat	-1	-1	40
wh2_main_def_infantry_heavy_blood_dismembers	man	1.5	3.1	3	4	3.9	30	25	25	0.7	circle	1	160	1.8	60	140	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_def_infantry_hero_blood	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	400	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_def_infantry_hero_blood_malekith	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	700	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	70	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_def_infantry_hero_blood_malekith_rider	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	700	2.2	60	120	8	True	True	0	0	0	large	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.6	30	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_def_infantry_hero_fast_blood	man	1.6	4.3	5	6	5	35	30	30	0.7	circle	1	400	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_def_infantry_hero_fast_blood_khainite_assassin	man	1.6	4.3	5	6	5	35	30	30	0.7	circle	1	400	2.2	360	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	70	0	True	0.8	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_def_infantry_medium_blood_dismembers	man	1.5	3.1	3	4	3.9	30	25	25	0.68	circle	1	130	1.8	60	140	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_def_infantry_witch_elves_blood_dismembers	man	1.6	4.4	5	6	5.2	35	32	30	0.62	circle	1	90	1.8	60	220	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.75	1.8	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_def_monster_war_hydra	giant	3.3	4.6	5	7	5.5	35	30	30	4.3	capsule	0.55	5000	4.5	60	100	8	True	True	0	0	0	very_large	1	rotation	wh2_dragon_large_hydra	6	giant_effects	30	30	0	False	1	0.75	5			0.3	1.45	29	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_art_eagle_claw_bolt_thrower	artillery	1.9	2.2	2	3	2.2	30	20	20	1.5	capsule	0.6	2000	1.8	50	45	325	False	False	0	0	0	very_large	1.2	rotation	wh_war_machine_wood_small	0	artillery_effects	0	0	0	False	1	0.75	5		dwf_cannon	0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_cavalry_fast_blood	horse	2	9	6.5	7	11	35	30	30	1.4	ellipse	0.5	600	2	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_hef_cavalry_fast_malhandir_blood	horse	2	9.5	6.5	7	11.4	45	40	40	1.4	ellipse	0.5	1300	2	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	60
wh2_main_hef_infantry_blood_dismembers	man	1.5	3.3	3	4	4	30	25	25	0.68	circle	1	100	1.8	60	140	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_hef_infantry_fast_blood_dismembers	man	1.5	3.6	5	5	4.3	30	25	25	0.68	circle	1	100	1.8	60	160	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_hef_infantry_heavy_blood_dismembers	man	1.5	3.3	4	5	4	30	25	25	0.65	circle	1	150	1.8	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_hef_infantry_hero_alastar_blood	man	1.5	3.8	3	4	4.7	35	30	30	0.7	circle	1	500	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_hef_infantry_hero_prince_blood	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	500	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_hef_infantry_hero_princess_blood	man	1.5	4	4	5	4.9	35	30	30	0.7	circle	1	400	2.2	60	160	8	True	True	0	0	0	small	1	ignore	wh2_hef_elf_female_default	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_hef_infantry_hero_teclis_blood	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	500	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_hef_infantry_hero_tyrion_blood	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	800	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	75	75	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	23	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_hef_infantry_hero_tyrion_rider_blood	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	500	1.8	60	120	8	True	True	0	0	0	medium	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	23	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_hef_infantry_standard_blood_dismembers_phoenix_guard	man	1.5	3.2	3	4	4	30	25	25	0.7	circle	1	140	1.9	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	33	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_hef_ithilmar_chariot	horse	1.5	7.8	6.1	7	10.8	35	30	25	1.3	capsule	0.8999999	1300	1.8	360	60	8	True	True	2.8	0	0	large	1	rotation	wh_chariot_metal	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	35	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_ithilmar_chariot_articulation	chariot	1.5	7.8	6.1	7	10.8	35	30	25	2.8	capsule	0.45	1300	1.8	360	60	8	True	True	2.8	0	0	large	1	rotation	wh2_chariot_articulation	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	35	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_ithilmar_chariot_draught	horse	1.5	7.8	6.1	7	10.8	35	30	25	1.4	ellipse	0.5	700	1.8	360	60	8	True	True	2	0	0	large	3	rotation	wh_chariot_wood	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mnt_barded_steed	horse	1.6	7.8	5	6	10.8	35	30	30	1.4	ellipse	0.5	1000	2	360	90	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_segmented	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mnt_barded_steed_dragon_princes	horse	1.6	7.8	5	6	10.8	35	30	30	1.4	ellipse	0.5	1100	2	360	90	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_segmented	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mon_moon_dragon_blood	giant	3	6.5	6	10	9.5	35	28	35	4.5	capsule	0.45	2200	4.5	120	120	8	True	True	0	8.5	12.5	very_large	1.5	rotation_x	wh_dragon_large_default	6	war_beast_effects	70	60	0	False	1.1	0.75	5			0	1.45	26	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mon_phoenix	giant	3	8	8	10	10	30	30	30	1.8	capsule	0.5	1300	3	60	150	8	True	True	0	12	14	large	1	rotation	wh_dragon_small_wyvern	6	war_beast_effects	50	50	0	False	1.3	0.75	5			0	1.45	21	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mon_phoenix_frostheart	giant	3	8	8	10	9	30	30	30	1.8	capsule	0.5	1400	3	60	150	8	True	True	0	10	14	large	1	rotation	wh_dragon_small_wyvern	6	war_beast_effects	50	50	0	False	1.3	0.75	5			0	1.45	22	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mon_star_dragon	giant	3	6.5	6	10	9.5	35	28	35	4.5	capsule	0.45	2500	4.5	120	100	8	True	True	0	8	12.5	very_large	1.5	rotation_x	wh_dragon_large_default	6	war_beast_effects	70	70	0	False	1.1	0.75	5			0	1.45	25	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_mon_sun_dragon_blood	giant	3	6.5	6	10	9.5	35	28	35	4.5	capsule	0.45	1800	4.5	120	140	8	True	True	0	9.5	12.5	very_large	1.5	rotation_x	wh2_hef_dragon_large_sun	6	war_beast_effects	70	60	0	False	1.1	0.75	5			0	1.45	24	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_rider_360_alarielle_blood	man	1.5	3.3	2	4	4.5	35	30	25	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	medium	1	ignore	wh2_hef_elf_male_default	0	infantry_light_effects	0	0	0	False	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	47	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_rider_360_hero_blood	man	1.5	3.3	2	4	4.5	35	30	25	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	medium	1	ignore	wh2_hef_elf_male_default	0	infantry_light_effects	0	0	0	False	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_tiranoc_chariot	horse	1.5	8.4	6	7	10.8	35	30	25	1.3	capsule	0.8999999	1100	1.8	360	60	8	True	True	2.8	0	0	large	3	rotation	wh_chariot_metal	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_tiranoc_chariot_articulation	chariot	1.5	8.4	6	7	10.8	35	30	25	2.7	capsule	0.45	1100	1.8	360	60	8	True	True	2.8	0	0	large	3	rotation	wh2_chariot_articulation	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_hef_tiranoc_chariot_draught	horse	1.5	8.4	6.5	7	10.8	35	30	25	1.4	ellipse	0.5	700	1.8	360	80	8	True	True	2	0	0	large	3	rotation	wh_chariot_wood	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_infantry_harpies_blood	man	1.5	4.8	6	8	5.2	30	25	25	0.7	circle	1	200	1.8	0	140	8	True	True	0	8.2	12	small	1	ignore	wh_fell_bat	0	infantry_light_effects	30	0	0	False	1.2	0.95	1			0.5	1.6	0	False		True	False	wh_main_unit_artillery_footstep	-1	-1	20
wh2_main_infantry_rider_very_large	man	1.5	3.3	2	4	4.5	35	30	30	0.1	circle	1	100	0.1	360	120	8	True	True	0	0	0	very_large	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	False	1	0.8999999	2			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_infantry_standard_hero_360_blood_dismembers	man	1.5	3.4	2.5	4	4.1	35	30	30	0.7	circle	1	500	2.2	360	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_infantry_standard_hero_blood_loremaster	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	800	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	75	75	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_infantry_standard_wizard_blood_dismembers_high	man	1.5	3.5	2	4	4.3	30	25	25	0.6	circle	1	300	2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	60	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	37	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_infantry_standard_wizard_blood_dismembers_life	man	1.5	3.5	2	4	4.3	30	25	25	0.6	circle	1	300	2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	60	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	35	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_infantry_standard_wizard_blood_dismembers_light	man	1.5	3.5	2	4	4.3	30	25	25	0.6	circle	1	300	2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	60	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	36	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_lzd_cavalry_cold_one_blood	horse	2	6.6	4	6	10	40	35	35	1.5	ellipse	0.5	1050	1.9	360	80	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_cavalry_cold_one_blood_blessed	horse	2	8	5	7	10.8	40	35	35	1.5	ellipse	0.5	1050	1.9	360	140	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_cavalry_cold_one_hero_blood	horse	2	6.8	4	6	10	40	35	35	1.5	ellipse	0.5	1500	1.9	360	80	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_lzd_cavalry_feral_cold_one_blood	man	2	7	4	6	10	40	35	35	1.5	ellipse	0.5	700	1.9	360	80	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_cavalry_horned_one_blood	horse	2	7.8	6	7	11.2	40	33	30	1.5	ellipse	0.5	1100	2	360	100	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	40
wh2_main_lzd_cavalry_horned_one_hero_blood	horse	2	7.8	6	7	11.2	40	33	30	1.5	ellipse	0.5	1500	2	360	100	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	70	60	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	40
wh2_main_lzd_inf_saurus_blood_dismembers	man	1.5	3.1	2	4	3.8	30	25	25	0.72	circle	1	190	1.75	60	120	8	True	True	0	0	0	small	1	ignore	wh2_saurus	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_inf_saurus_hero_blood_dismembers	man	1.5	3.4	2	4	4.1	35	30	30	0.8	circle	1	1100	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh2_saurus	2	infantry_light_effects	75	75	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_lzd_inf_saurus_hero_kroq_gar	man	1.5	3.4	2	4	4.1	35	30	30	0.8	circle	1	1300	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh2_saurus	2	infantry_light_effects	75	75	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	7	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_lzd_inf_saurus_temple_guard_blood_dismembers	man	1.5	3.1	2.5	4	3.8	30	25	25	0.72	circle	1	210	1.75	60	120	8	True	True	0	0	0	small	1	ignore	wh2_saurus	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	40
wh2_main_lzd_inf_skink_360_blood_dismembers	man	1.7	4.8	5	5.5	5.2	30	25	25	0.6	circle	1	70	1.5	360	260	8	True	True	0	0	0	small	1	ignore	wh2_skinks	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.3	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_inf_skink_blood_dismembers	man	1.7	4.6	5	5.5	5.2	30	25	25	0.6	circle	1	90	1.5	60	260	8	True	True	0	0	0	small	1	ignore	wh2_skinks	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.3	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_inf_skink_chief_blood_dismembers	man	1.7	4.6	5	5.5	5.2	30	25	25	0.65	circle	1	160	1.6	360	260	8	True	True	0	0	0	small	1	ignore	wh2_skinks_LH	2	infantry_light_effects	50	40	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.3	1.6	30	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_lzd_inf_skink_hero_blood_dismembers	man	1.7	4.6	4.5	5.5	5.2	30	25	25	0.65	circle	1	250	1.6	70	260	8	True	True	0	0	0	small	1	ignore	wh2_skinks_LH	2	infantry_light_effects	50	40	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.3	1.6	30	False		True	True	wh_main_unit_combat	-1	-1	70
wh2_main_lzd_inf_skink_stegadon_rider_230_blood_dismembers	man	1.7	4.4	4.5	5.5	5	30	25	25	0.6	circle	1	90	1.5	230	260	8	True	True	0	0	0	very_large	1	ignore	wh2_skinks	0	infantry_light_effects	0	0	0	False	1	0.8999999	2			0.3	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_infantry_standard_mazdamundi	giant	1.5	3	2	4	3.9	30	25	25	0.6	circle	1	100	1.8	60	100	8	True	True	0	0	0	very_large	1	ignore	wh2_lord_mazdamundi	6	war_beast_effects	0	0	0	False	1	0.8999999	3			0.5	1.6	2	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_infantry_standard_mazdamundi_rider	giant	1.4	3	2	4	3.9	30	25	25	2	circle	1	100	4	60	100	8	True	True	0	0	0	very_large	1	ignore	wh2_lord_mazdamundi	6	war_beast_effects	0	0	0	False	1	0.8999999	3	wh_main_generic_character_aura		0.5	1.6	2	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_ancient_stegadon_platform	giant	1.6	5	3	6	9	45	42	30	5	capsule	0.45	5500	6	240	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.75	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_bastiladon	giant	1.6	4	3	6	6.5	45	42	30	3.9	capsule	0.4	4000	3.9	45	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0	False	1.15	0.75	5			0.5	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_bastiladon_platform	giant	1.6	4	3	6	6.5	45	42	30	4	capsule	0.4	4000	3.9	45	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0	False	1.15	0.75	5			0.5	1.45	9	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_bastiladon_platform_healing	giant	1.6	4	3	6	6.5	45	42	30	4	capsule	0.4	4000	3.9	45	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0	False	1.15	0.75	5			0.5	1.45	10	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_carnosaur	giant	2.5	7.5	4.5	6	10	50	40	35	3.6	capsule	0.36	3500	5	60	120	8	True	True	0	0	0	very_large	1	ignore	wh2_carnosaur	6	giant_effects	70	60	0	False	1.25	0.75	5			0.5	1.45	8	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_carnosaur_blessed	giant	2.5	9	6	8	10.8	50	40	35	3.6	capsule	0.36	3500	5	60	160	8	True	True	0	0	0	very_large	1	ignore	wh2_carnosaur	6	giant_effects	70	60	0	False	1.25	0.75	5			0.5	1.45	8	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_carnosaur_boss	giant	4.5	12	8	9	17	50	40	35	6	capsule	0.36	7500	9	60	120	8	True	True	0	0	0	very_large	1	ignore	wh2_carnosaur	6	giant_effects	90	70	0	False	1.25	0.75	5			0.5	1.45	8	False		True	False	wh_main_unit_combat	-1	-1	45
wh2_main_lzd_mon_carnosaur_mount	giant	2.5	7.5	4.5	6	10	50	40	35	3.6	capsule	0.36	4000	5.5	60	120	8	True	True	0	0	0	very_large	1	ignore	wh2_carnosaur	6	giant_effects	70	60	0	False	1.25	0.75	5			0.5	1.45	8	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_kroxigor	giant	2	4.6	4	5	7.8	45	45	45	1.15	circle	1	1400	3	60	80	8	True	True	0	0	0	large	1	ignore	wh_troll	5	monstrous_infantry_effects	15	15	0	False	1	0.75	4			0.5	1.6	8	False		True	False	wh_main_unit_combat	-1	-1	40
wh2_main_lzd_mon_stegadon	giant	1.6	5	3	6	9	45	42	30	4.5	capsule	0.4	4000	4.2	60	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.5	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_stegadon_platform	giant	1.6	5	3	6	9	45	42	30	5	capsule	0.45	5000	6	60	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.75	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_lzd_mon_stegadon_platform_zlaaq	giant	1.6	5	3	6	9	45	42	30	5	capsule	0.45	5500	6	60	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.75	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	20
