,BVI,BVL,HP,MP_cost,ap_damage,ap_fraction,armor,attack_interval,attributes,caste,category,charge,class,damage,damage_mod_all,damage_mod_fire,damage_mod_magic,damage_mod_missiles,damage_mod_physical,faction,fly_speed,ground_speed,key_name,leadership,mass,melee_A,melee_D,melee_weapon,missile_ap_damage,missile_ap_fraction,missile_damage,missile_projectiles,missile_range,missile_shots_per_volley,missile_total_damage,missile_weapon,models,name,shield,total_damage,weight_class
212,8,0,4875,800,9,0.28125,5,4.6,wh_hideForest,melee_infantry,inf_melee,24,inf_mel,23,0,0,0,0,20,def,0.0,44.0,wh2_main_def_inf_witch_elves_0,72,90,38,26,wh2_main_def_dual_swords_witch_elves,0,0.0,0,0,0,0,0,,75,Witch Elves,0,32,medium
213,0,0,5493,2100,380,0.7307692307692307,80,3.8,wh_fear_terror,monster,inf_melee,50,inf_mel,140,0,0,0,25,0,def,90.0,65.0,wh2_main_def_mon_black_dragon,70,2200,46,50,wh2_main_def_black_dragon,0,0.0,0,0,0,0,0,,1,Black Dragon,0,520,heavy
214,0,0,7093,1800,300,0.6818181818181818,50,3.6,wh_fear_terror,monster,inf_melee,45,inf_mel,140,0,0,0,35,0,def,0.0,46.0,wh2_main_def_mon_war_hydra_0,65,5000,52,26,wh2_main_def_war_hydra,0,0.0,0,0,0,0,0,,1,War Hydra,0,440,very_heavy
215,0,0,2652,700,5,0.20833333333333334,40,4.3,wh2_cantRun_hideForest,warmachine,artillery,2,art_fld,19,0,0,0,0,0,hef,0.0,22.0,wh2_main_hef_art_eagle_claw_bolt_thrower,75,2000,10,15,wh2_main_hef_shortsword,0,0.0,0,0,0,0,0,,24,Eagle Claw Bolt Thrower,0,24,very_heavy
216,0,0,4950,1450,12,0.2727272727272727,110,5.0,wh_hideForest,melee_cavalry,cavalry,80,cav_shk,32,0,70,0,0,25,hef,0.0,78.0,wh2_main_hef_cav_dragon_princes,85,1100,36,30,wh2_main_hef_lance_dragon_princes,0,0.0,0,0,0,0,0,,45,Dragon Princes,35,44,heavy
217,0,0,4140,600,7,0.25925925925925924,40,4.5,wh_guerrilla_hideForest,melee_cavalry,cavalry,40,cav_shk,20,0,0,0,0,0,hef,0.0,90.0,wh2_main_hef_cav_ellyrian_reavers_0,64,600,30,24,wh2_main_hef_spear_ellyrian_reavers,0,0.0,0,0,0,0,0,,45,Ellyrian Reavers,0,27,heavy
218,0,0,4140,750,7,0.25925925925925924,40,4.5,wh_guerrilla_hideForest_mountedFireMove,missile_cavalry,cavalry,24,cav_mis,20,0,0,0,0,0,hef,0.0,90.0,wh2_main_hef_cav_ellyrian_reavers_1,64,600,30,22,wh2_main_hef_sword_ellyrian_reaver_archers,3,0.15789473684210525,16,1,140,1,19,wh2_main_hef_bow_arrow_rider,45,Ellyrian Reaver Archers,0,27,heavy
219,24,0,4281,1100,16,0.2962962962962963,110,4.0,,chariot,war_machine,70,chariot,38,0,0,0,0,0,hef,0.0,78.0,wh2_main_hef_cav_ithilmar_chariot,75,1300,32,34,wh2_main_hef_ithilmar_chariot,0,0.0,0,0,0,0,0,,6,Ithilmar Chariot,0,54,heavy
220,0,0,4545,900,9,0.28125,90,5.0,wh_hideForest,melee_cavalry,cavalry,60,cav_shk,23,0,0,0,0,0,hef,0.0,78.0,wh2_main_hef_cav_silver_helms_0,72,1000,34,22,wh2_main_hef_lance,0,0.0,0,0,0,0,0,,45,Silver Helms,0,32,heavy
221,0,0,4545,1000,9,0.28125,90,5.0,wh_hideForest,melee_cavalry,cavalry,60,cav_shk,23,0,0,0,0,0,hef,0.0,78.0,wh2_main_hef_cav_silver_helms_1,72,1000,34,30,wh2_main_hef_lance,0,0.0,0,0,0,0,0,,45,Silver Helms (Shields),30,32,heavy
222,18,0,3645,850,11,0.275,50,4.0,wh_mountedFireMove,chariot,war_machine,55,chariot,29,0,0,0,0,0,hef,0.0,84.0,wh2_main_hef_cav_tiranoc_chariot,70,1100,22,26,wh2_main_hef_tiranoc_chariot,10,0.38461538461538464,16,1,165,3,26,wh2_main_hef_longbow_arrow_tiranoc_chariot,9,Tiranoc Chariot,0,40,heavy
223,0,0,3051,1150,280,0.7,80,4.0,wh_encourage_hideForest,lord,inf_melee,45,com,120,0,0,0,35,0,hef,0.0,38.0,wh2_main_hef_cha_alastar_0,80,500,63,40,wh2_main_hef_lord_greataxe,0,0.0,0,0,0,0,0,,1,Alastar the White Lion,0,400,heavy
224,0,0,3642,1600,176,0.4,60,4.0,wh_encourage_fear,lord,war_beast,75,com,264,0,0,0,25,0,hef,110.0,70.0,wh2_main_hef_cha_alastar_3,80,1300,63,40,wh2_main_hef_lord_great_eagle,0,0.0,0,0,0,0,0,,1,Alastar the White Lion,0,440,heavy
225,0,0,4407,2000,325,0.7065217391304348,70,3.8,wh_encourage_fear_terror,lord,war_beast,70,com,135,0,0,0,25,0,hef,95.0,65.0,wh2_main_hef_cha_alastar_4,80,1800,50,30,wh2_main_hef_lord_sun_dragon,0,0.0,0,0,0,0,0,,1,Alastar the White Lion,0,460,heavy
226,0,0,6333,2600,435,0.75,80,3.8,wh_encourage_fear_terror,lord,war_beast,50,com,145,0,0,0,25,0,hef,80.0,65.0,wh2_main_hef_cha_alastar_5,80,2500,60,45,wh2_main_hef_lord_star_dragon,0,0.0,0,0,0,0,0,,1,Alastar the White Lion,0,580,heavy
227,16,0,2766,950,235,0.6527777777777778,90,4.0,wh_encourage_hideForest,hero,inf_melee,35,com,125,0,0,0,15,0,hef,0.0,36.0,wh2_main_hef_cha_loremaster_of_hoeth_0,75,800,55,43,wh2_main_hef_loremaster_of_hoeth,0,0.0,0,0,0,0,0,,1,Loremaster of Hoeth,20,360,heavy
228,0,0,2565,300,85,0.2982456140350877,15,4.0,wh_encourage_hideForest,hero,inf_ranged,15,com,200,0,0,0,15,0,hef,0.0,35.0,wh2_main_hef_cha_mage_high_0,60,300,36,28,wh2_main_hef_mage_staff,0,0.0,0,0,0,0,0,,1,Mage (High),0,285,medium
229,0,0,2886,450,85,0.2982456140350877,25,4.0,wh_encourage_hideForest,hero,cavalry,30,com,200,0,0,0,15,0,hef,0.0,90.0,wh2_main_hef_cha_mage_high_1,60,600,36,28,wh2_main_hef_mage_staff,0,0.0,0,0,0,0,0,,1,Mage (High),0,285,medium
230,30,0,3135,750,85,0.2982456140350877,60,4.6,wh_encourage,hero,war_machine,64,com,200,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_mage_high_4,60,1300,24,18,wh2_main_hef_mage_chariot,0,0.0,0,0,0,0,0,,2,Mage (High),0,285,medium
231,0,0,2565,300,85,0.2982456140350877,15,4.0,wh_encourage_hideForest,hero,inf_ranged,15,com,200,0,0,0,15,0,hef,0.0,35.0,wh2_main_hef_cha_mage_life_0,60,300,36,28,wh2_main_hef_mage_staff,0,0.0,0,0,0,0,0,,1,Mage (Life),0,285,medium
232,0,0,2886,450,85,0.2982456140350877,25,4.0,wh_encourage_hideForest,hero,cavalry,30,com,200,0,0,0,15,0,hef,0.0,90.0,wh2_main_hef_cha_mage_life_1,60,600,36,28,wh2_main_hef_mage_staff,0,0.0,0,0,0,0,0,,1,Mage (Life),0,285,medium
233,30,0,3135,750,85,0.2982456140350877,60,4.6,wh_encourage,hero,war_machine,64,com,200,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_mage_life_4,60,1300,24,18,wh2_main_hef_mage_chariot,0,0.0,0,0,0,0,0,,2,Mage (Life),0,285,medium
234,0,0,2565,300,85,0.2982456140350877,15,4.0,wh_encourage_hideForest,hero,inf_ranged,15,com,200,0,0,0,15,0,hef,0.0,35.0,wh2_main_hef_cha_mage_light_0,60,300,36,28,wh2_main_hef_mage_staff,0,0.0,0,0,0,0,0,,1,Mage (Light),0,285,medium
235,0,0,2886,450,85,0.2982456140350877,25,4.0,wh_encourage_hideForest,hero,cavalry,30,com,200,0,0,0,15,0,hef,0.0,90.0,wh2_main_hef_cha_mage_light_1,60,600,36,28,wh2_main_hef_mage_staff,0,0.0,0,0,0,0,0,,1,Mage (Light),0,285,medium
236,30,0,3135,750,85,0.2982456140350877,60,4.6,wh_encourage,hero,war_machine,64,com,200,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_mage_light_4,60,1300,24,18,wh2_main_hef_mage_chariot,0,0.0,0,0,0,0,0,,2,Mage (Light),0,285,medium
237,0,35,2766,750,220,0.6470588235294118,80,4.0,wh_chargeReflectorVsL_encourage_hideForest,hero,inf_melee,22,com,120,0,0,0,15,0,hef,0.0,36.0,wh2_main_hef_cha_noble_0,75,500,42,48,wh2_main_hef_noble_halberd,0,0.0,0,0,0,0,0,,1,Noble,0,340,heavy
238,0,35,3132,950,220,0.6470588235294118,100,4.0,wh_encourage_hideForest,hero,cavalry,42,com,120,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_noble_2,75,1000,42,48,wh2_main_hef_noble_halberd,0,0.0,0,0,0,0,0,,1,Noble,0,340,heavy
239,0,0,3576,1100,168,0.4,60,4.0,wh_encourage_fear,hero,war_beast,72,com,252,0,0,0,15,0,hef,110.0,70.0,wh2_main_hef_cha_noble_3,75,1300,47,35,wh2_main_hef_noble_great_eagle,0,0.0,0,0,0,0,0,,1,Noble,0,420,heavy
240,20,0,3753,1200,210,0.7,110,4.6,wh_encourage,hero,war_machine,84,com,90,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_noble_4,75,1300,32,26,wh2_main_hef_noble_chariot,0,0.0,0,0,0,0,0,,2,Noble,0,300,heavy
241,0,0,3051,950,140,0.35,80,4.0,wh_encourage_hideForest,lord,inf_melee,30,com,260,0,0,0,15,0,hef,0.0,36.0,wh2_main_hef_cha_prince_0,80,500,60,60,wh2_main_hef_prince_sword,0,0.0,0,0,0,0,0,,1,Prince,55,400,heavy
242,0,0,3510,1150,140,0.35,100,4.0,wh_encourage_hideForest,lord,cavalry,50,com,260,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_prince_2,80,1000,60,60,wh2_main_hef_prince_sword,0,0.0,0,0,0,0,0,,1,Prince,35,400,heavy
243,0,0,3642,1400,176,0.4,60,4.0,wh_encourage_fear,lord,war_beast,80,com,264,0,0,0,15,0,hef,110.0,70.0,wh2_main_hef_cha_prince_3,80,1300,60,50,wh2_main_hef_lord_great_eagle,0,0.0,0,0,0,0,0,,1,Prince,0,440,heavy
244,0,0,4593,1900,325,0.7065217391304348,70,3.8,wh_encourage_fear_terror,lord,war_beast,65,com,135,0,0,0,25,0,hef,95.0,65.0,wh2_main_hef_cha_prince_4,80,1800,50,44,wh2_main_hef_lord_sun_dragon,0,0.0,0,0,0,0,0,,1,Prince,0,460,heavy
245,0,0,6333,2600,435,0.75,80,3.8,wh_encourage_fear_terror,lord,war_beast,45,com,145,0,0,0,25,0,hef,80.0,65.0,wh2_main_hef_cha_prince_5,80,2500,64,58,wh2_main_hef_lord_star_dragon,0,0.0,0,0,0,0,0,,1,Prince,0,580,heavy
246,0,0,3051,950,140,0.35,50,4.0,wh_encourage_hideForest,lord,inf_ranged,30,com,260,0,0,0,15,0,hef,0.0,40.0,wh2_main_hef_cha_princess_0,80,400,65,45,wh2_main_hef_princess_sword,80,0.2962962962962963,190,1,180,1,270,wh2_main_hef_longbow_arrow_princess,1,Princess,0,400,heavy
247,0,0,3510,1050,140,0.35,50,4.0,wh_encourage_hideForest_mountedFireMove,lord,cavalry,50,com,260,0,0,0,15,0,hef,0.0,90.0,wh2_main_hef_cha_princess_1,80,600,65,45,wh2_main_hef_princess_sword,80,0.2962962962962963,190,1,180,1,270,wh2_main_hef_longbow_arrow_princess,1,Princess,0,400,heavy
248,0,0,3642,1400,176,0.4,50,4.0,wh_encourage_fear_mountedFireMove,lord,war_beast,80,com,264,0,0,0,15,0,hef,110.0,70.0,wh2_main_hef_cha_princess_3,80,1300,65,35,wh2_main_hef_lord_great_eagle,80,0.2962962962962963,190,1,180,1,270,wh2_main_hef_longbow_arrow_princess,1,Princess,0,440,heavy
249,0,0,5583,2200,380,0.7307692307692307,50,3.8,wh_encourage_fear_terror_mountedFireMove,lord,war_beast,50,com,140,0,0,0,25,0,hef,85.0,65.0,wh2_main_hef_cha_princess_4,80,2200,46,48,wh2_main_hef_moon_dragon,80,0.2962962962962963,190,1,180,1,270,wh2_main_hef_longbow_arrow_princess,1,Princess,0,520,heavy
250,0,0,6333,2600,435,0.75,80,3.8,wh_encourage_fear_terror_mountedFireMove,lord,war_beast,45,com,145,0,0,0,25,0,hef,80.0,65.0,wh2_main_hef_cha_princess_5,80,2500,60,54,wh2_main_hef_star_dragon,80,0.2962962962962963,190,1,180,1,270,wh2_main_hef_longbow_arrow_princess,1,Princess,0,580,heavy
251,0,0,2766,450,112,0.4,15,4.0,wh_encourage_hideForest,lord,inf_melee,15,com,168,0,0,0,15,0,hef,0.0,36.0,wh2_main_hef_cha_teclis_0,85,500,36,28,wh2_main_hef_teclis_sword,0,0.0,0,0,0,0,0,,1,Teclis,0,280,medium
252,0,0,3138,650,112,0.4,50,4.0,wh_encourage_hideForest,lord,cavalry,35,com,168,0,0,0,15,0,hef,0.0,78.0,wh2_main_hef_cha_teclis_1,85,1000,36,28,wh2_main_hef_teclis_sword,0,0.0,0,0,0,0,0,,1,Teclis,0,280,medium
253,0,0,3216,1400,220,0.4489795918367347,125,4.0,wh_encourage_hideForest,lord,inf_melee,45,com,270,0,45,0,15,0,hef,0.0,36.0,wh2_main_hef_cha_tyrion_0,85,800,77,60,wh2_main_hef_tyrion_sword,0,0.0,0,0,0,0,0,,1,Tyrion,0,490,heavy
254,0,0,3675,1600,220,0.4489795918367347,125,4.0,wh_encourage_hideForest,lord,cavalry,90,com,270,0,45,0,15,0,hef,0.0,95.0,wh2_main_hef_cha_tyrion_1,85,1300,77,60,wh2_main_hef_tyrion_sword,0,0.0,0,0,0,0,0,,1,Tyrion,0,490,heavy
255,0,0,4252,475,5,0.20833333333333334,15,4.3,wh_hideForest,missile_infantry,inf_ranged,4,inf_mis,19,0,0,0,0,0,hef,0.0,36.0,wh2_main_hef_inf_archers_0,60,100,16,14,wh2_main_hef_sword,3,0.15789473684210525,16,1,180,1,19,wh2_main_hef_longbow_arrow,68,Archers,0,24,light
256,0,0,4252,525,5,0.20833333333333334,40,4.3,wh_hideForest,missile_infantry,inf_ranged,4,inf_mis,19,0,0,0,0,0,hef,0.0,36.0,wh2_main_hef_inf_archers_1,60,100,16,18,wh2_main_hef_sword,3,0.15789473684210525,16,1,180,1,19,wh2_main_hef_longbow_arrow,68,Archers (Light Armour),0,24,light
257,0,16,4590,850,9,0.3,50,4.2,wh_chargeReflectorVsL_hideForest,melee_infantry,inf_ranged,4,inf_mis,21,0,0,0,0,0,hef,0.0,33.0,wh2_main_hef_inf_gate_guard,72,150,28,32,wh2_main_hef_spear_gate_guard,3,0.15789473684210525,16,1,180,1,19,wh2_main_hef_longbow_arrow,68,Gate Guard,0,30,heavy
258,0,16,4590,650,8,0.2857142857142857,40,4.2,wh_chargeReflectorVsL_hideForest,missile_infantry,inf_ranged,4,inf_mis,20,0,0,0,0,0,hef,0.0,36.0,wh2_main_hef_inf_lothern_sea_guard_0,70,100,22,32,wh2_main_hef_spear_guard,4,0.21052631578947367,15,1,165,1,19,wh2_main_hef_sea_guard_bow,68,Lothern Sea Guard,0,28,medium
259,0,16,4590,750,8,0.2857142857142857,40,4.2,wh_chargeReflectorVsL_hideForest,missile_infantry,inf_ranged,4,inf_mis,20,0,0,0,0,0,hef,0.0,33.0,wh2_main_hef_inf_lothern_sea_guard_1,70,150,22,40,wh2_main_hef_spear_guard,4,0.21052631578947367,15,1,165,1,19,wh2_main_hef_sea_guard_bow,68,Lothern Sea Guard (Shields),55,28,medium
260,0,20,6000,1400,25,0.6944444444444444,100,4.9,wh2_chargeReflector_fear_hideForest,melee_infantry,inf_melee,10,inf_mel,11,0,0,0,0,30,hef,0.0,32.0,wh2_main_hef_inf_phoenix_guard,90,140,38,40,wh2_main_hef_halberd,0,0.0,0,0,0,0,0,,75,Phoenix Guard,0,36,heavy
261,0,15,5670,500,6,0.24,40,4.8,wh_chargeReflectorVsL_hideForest,melee_infantry,inf_melee,4,inf_mel,19,0,0,0,0,0,hef,0.0,33.0,wh2_main_hef_inf_spearmen_0,70,150,20,38,wh2_main_hef_spear,0,0.0,0,0,0,0,0,,90,Spearmen,55,25,medium
262,14,0,6000,1250,25,0.6944444444444444,90,4.3,wh_hideForest,melee_infantry,inf_melee,20,inf_mel,11,0,0,0,0,0,hef,0.0,33.0,wh2_main_hef_inf_swordmasters_of_hoeth_0,75,100,46,36,wh2_main_hef_greatsword,0,0.0,0,0,0,0,0,,75,Swordmasters of Hoeth,20,36,medium
263,0,0,5475,800,25,0.7352941176470589,90,4.4,wh_hideForest,melee_infantry,inf_melee,22,inf_mel,9,0,0,0,30,0,hef,0.0,33.0,wh2_main_hef_inf_white_lions_of_chrace_0,75,100,36,24,wh2_main_hef_greataxe,0,0.0,0,0,0,0,0,,75,White Lions of Chrace,0,34,medium
264,0,0,3497,800,156,0.4,30,4.0,wh_fear,monster,inf_melee,62,inf_mel,234,0,0,0,0,0,hef,110.0,70.0,wh2_main_hef_mon_great_eagle,60,1300,44,30,wh2_main_hef_great_eagle,0,0.0,0,0,0,0,0,,1,Great Eagle,0,390,heavy
265,0,0,3497,800,156,0.4,30,4.0,wh_fear,monster,inf_melee,62,inf_mel,234,0,0,0,0,0,hef,110.0,70.0,wh2_main_hef_mon_great_eagle_summoned,60,1300,44,30,wh2_main_hef_great_eagle,0,0.0,0,0,0,0,0,,1,Great Eagle,0,390,heavy
266,0,0,5493,2000,380,0.7307692307692307,50,3.8,wh_fear_terror,monster,inf_melee,50,inf_mel,140,0,0,0,25,0,hef,85.0,65.0,wh2_main_hef_mon_moon_dragon,75,2200,46,50,wh2_main_hef_moon_dragon,0,0.0,0,0,0,0,0,,1,Moon Dragon,0,520,heavy
267,0,0,4371,1350,230,0.696969696969697,30,4.0,wh_fear_terror,monster,inf_melee,54,inf_mel,100,0,70,0,0,0,hef,120.0,80.0,wh2_main_hef_mon_phoenix_flamespyre,78,1300,42,30,wh2_main_hef_flamespyre_phoenix,0,0.0,0,0,0,0,0,,1,Flamespyre Phoenix,0,330,heavy
268,0,0,4948,1650,250,0.6944444444444444,80,4.0,wh_fear_terror,monster,inf_melee,42,inf_mel,110,0,0,0,0,0,hef,100.0,80.0,wh2_main_hef_mon_phoenix_frostheart,85,1400,34,48,wh2_main_hef_frostheart_phoenix,0,0.0,0,0,0,0,0,,1,Frostheart Phoenix,0,360,heavy
269,0,0,6318,2400,435,0.75,80,3.8,wh_fear_terror,monster,inf_melee,45,inf_mel,145,0,0,0,25,0,hef,80.0,65.0,wh2_main_hef_mon_star_dragon,80,2500,60,54,wh2_main_hef_star_dragon,0,0.0,0,0,0,0,0,,1,Star Dragon,0,580,heavy
270,0,0,4506,1700,325,0.7065217391304348,50,3.8,wh_fear_terror,monster,inf_melee,65,inf_mel,135,0,0,0,25,0,hef,95.0,65.0,wh2_main_hef_mon_sun_dragon,70,1800,46,44,wh2_main_hef_sun_dragon,0,0.0,0,0,0,0,0,,1,Sun Dragon,0,460,heavy
271,0,14,4680,1000,28,0.7,90,4.2,wh_fear_hideForest,melee_cavalry,cavalry,42,cav_shk,12,0,0,0,0,0,lzd,0.0,66.0,wh2_main_lzd_cav_cold_one_spearriders_1,75,1050,20,26,wh2_main_lzd_cold_one_spear,0,0.0,0,0,0,0,0,,36,Cold One Spear-Riders,30,40,heavy
272,0,14,5328,1000,28,0.7,90,4.2,wh_fear_hideForest,melee_cavalry,cavalry,42,cav_shk,12,0,0,0,0,0,lzd,0.0,80.0,wh2_main_lzd_cav_cold_one_spearriders_blessed_0,75,1050,20,26,wh2_main_lzd_cold_one_spear,0,0.0,0,0,0,0,0,,36,Blessed Cold One Spear-Riders,30,40,heavy
273,0,0,4680,800,31,0.7045454545454546,90,4.4,wh_fear_hideForest,melee_cavalry,cavalry,42,cav_mel,13,0,0,0,0,0,lzd,0.0,66.0,wh2_main_lzd_cav_cold_ones_1,75,1050,24,26,wh2_main_lzd_cold_one_club,0,0.0,0,0,0,0,0,,36,Cold One Riders,30,44,heavy
274,0,0,2640,450,30,0.75,90,4.5,wh2_fear_hideForest_rampage,melee_cavalry,inf_melee,40,inf_mel,10,0,0,0,0,0,lzd,0.0,70.0,wh2_main_lzd_cav_cold_ones_feral_0,55,700,20,20,wh2_main_lzd_cold_one_feral,0,0.0,0,0,0,0,0,,24,Feral Cold Ones,0,40,heavy
275,0,0,2640,450,30,0.75,90,4.5,wh2_fear_hideForest_rampage,melee_cavalry,inf_melee,40,inf_mel,10,0,0,0,0,0,lzd,0.0,70.0,wh2_main_lzd_cav_cold_ones_feral_0_summoned,55,700,20,20,wh2_main_lzd_cold_one_feral,0,0.0,0,0,0,0,0,,24,Feral Cold Ones,0,40,heavy
276,0,0,5400,1400,35,0.6730769230769231,100,4.5,wh_fear_hideForest,melee_cavalry,cavalry,55,cav_shk,17,0,0,0,0,0,lzd,0.0,78.0,wh2_main_lzd_cav_horned_ones_0,85,1100,41,28,wh2_main_lzd_horned_one_club,0,0.0,0,0,0,0,0,,36,Horned Ones,30,52,heavy
277,0,0,6120,1400,35,0.6730769230769231,100,4.5,wh_fear_hideForest,melee_cavalry,cavalry,55,cav_shk,17,0,0,0,0,0,lzd,0.0,78.0,wh2_main_lzd_cav_horned_ones_blessed_0,85,1100,41,28,wh2_main_lzd_horned_one_club,0,0.0,0,0,0,0,0,,36,Blessed Horned Ones,30,52,heavy
278,0,0,2790,600,13,0.2,15,4.0,wh2_fear_guerrilla_mountedFireMove,monster,cavalry,16,cav_mis,52,0,0,0,15,0,lzd,90.0,60.0,wh2_main_lzd_cav_terradon_riders_0,55,400,26,22,wh2_main_lzd_terradon,13,0.325,27,1,90,1,40,wh2_main_lzd_javelin_terradon,8,Terradon Riders,0,65,heavy
279,0,0,2790,750,13,0.2,15,4.0,wh2_fear_guerrilla_mountedFireMove,monster,cavalry,16,cav_mis,52,0,0,0,15,0,lzd,90.0,60.0,wh2_main_lzd_cav_terradon_riders_1,55,400,26,22,wh2_main_lzd_terradon,4,0.26666666666666666,11,1,80,1,15,wh2_main_lzd_fireleech_bola_terradon,8,Terradon Riders (Fireleech Bolas),0,65,heavy
280,0,0,3165,750,13,0.2,15,4.0,wh2_fear_guerrilla_mountedFireMove,monster,cavalry,16,cav_mis,52,0,0,0,15,0,lzd,110.0,70.0,wh2_main_lzd_cav_terradon_riders_blessed_1,55,500,26,22,wh2_main_lzd_terradon,4,0.26666666666666666,11,1,80,1,15,wh2_main_lzd_fireleech_bola_terradon,8,Blessed Terradon Riders (Fireleech Bolas),0,65,heavy
281,0,22,3750,1300,310,0.7045454545454546,95,4.0,wh_encourage_hideForest,lord,inf_melee,50,com,130,0,0,0,15,0,lzd,0.0,34.0,wh2_main_lzd_cha_kroq_gar_0,75,1300,57,44,wh2_main_lzd_cha_kroq_gar,0,0.0,0,0,0,0,0,,1,Kroq-Gar,0,440,medium
282,0,35,6207,2200,375,0.6944444444444444,95,4.0,wh_encourage_fear_terror,lord,war_beast,67,com,165,0,0,0,15,0,lzd,0.0,75.0,wh2_main_lzd_cha_kroq_gar_1,75,4000,52,40,wh2_main_lzd_cha_kroq_gar_grymloq,0,0.0,0,0,0,0,0,,1,Kroq-Gar,0,540,medium
283,0,22,4167,1500,310,0.7045454545454546,110,4.0,wh_encourage_fear_hideForest,lord,cavalry,70,com,130,0,0,0,15,0,lzd,0.0,68.0,wh2_main_lzd_cha_kroq_gar_2,75,1500,57,44,wh2_main_lzd_cha_kroq_gar,0,0.0,0,0,0,0,0,,1,Kroq-Gar,0,440,medium
284,0,22,4368,1600,310,0.7045454545454546,120,4.0,wh_encourage_fear_hideForest,lord,cavalry,85,com,130,0,0,0,15,0,lzd,0.0,78.0,wh2_main_lzd_cha_kroq_gar_3,75,1500,57,44,wh2_main_lzd_cha_kroq_gar,0,0.0,0,0,0,0,0,,1,Kroq-Gar,0,440,medium
285,0,0,5442,600,90,0.25,45,4.0,wh_encourage_hideForest_immuneToPsych_strider,lord,war_machine,14,com,270,0,0,0,40,0,lzd,0.0,34.0,wh2_main_lzd_cha_lord_mazdamundi_0,85,2500,26,32,wh2_main_lzd_cha_mazdamundi_lord,0,0.0,0,0,0,0,0,,1,Lord Mazdamundi,0,360,medium
286,15,0,22677,1800,300,0.7142857142857143,140,3.5,wh_encourage_fear_terror_mountedFireMove,lord,war_beast,70,com,120,0,0,0,15,0,lzd,0.0,50.0,wh2_main_lzd_cha_lord_mazdamundi_1,85,5500,26,32,wh2_main_lzd_stegadon,0,0.0,0,0,0,0,0,,3,Lord Mazdamundi,0,420,medium
287,0,0,3480,1100,290,0.6744186046511628,95,4.0,wh_encourage_hideForest,lord,inf_melee,35,com,140,0,0,0,15,0,lzd,0.0,34.0,wh2_main_lzd_cha_saurus_old_blood_0,75,1100,49,52,wh2_main_lzd_cha_saurus_old_blood,0,0.0,0,0,0,0,0,,1,Saurus Oldblood,35,430,medium
288,0,0,3921,1300,320,0.7111111111111111,110,4.0,wh_encourage_fear_hideForest,lord,cavalry,55,com,130,0,0,0,15,0,lzd,0.0,68.0,wh2_main_lzd_cha_saurus_old_blood_1,75,1500,49,52,wh2_main_lzd_cha_cold_one_lord,0,0.0,0,0,0,0,0,,1,Saurus Oldblood,35,450,medium
289,0,35,5970,2000,375,0.75,95,3.6,wh_encourage_fear_terror,lord,war_beast,50,com,125,0,0,0,15,0,lzd,0.0,75.0,wh2_main_lzd_cha_saurus_old_blood_2,75,4000,42,44,wh2_main_lzd_cha_carnosaur_lord,0,0.0,0,0,0,0,0,,1,Saurus Oldblood,0,500,medium
290,0,30,3126,800,250,0.6578947368421053,85,4.0,wh_chargeReflectorVsL_encourage_hideForest,hero,inf_melee,32,com,130,0,0,0,15,0,lzd,0.0,34.0,wh2_main_lzd_cha_saurus_scar_veteran_0,75,1100,38,47,wh2_main_lzd_cha_saurus_scar_veteran,0,0.0,0,0,0,0,0,,1,Saurus Scar-Veteran,35,380,medium
291,0,30,3477,1100,280,0.7,100,4.0,wh_encourage_fear_hideForest,hero,cavalry,52,com,120,0,0,0,15,0,lzd,0.0,68.0,wh2_main_lzd_cha_saurus_scar_veteran_1,75,1500,43,42,wh2_main_lzd_cha_cold_one_hero,0,0.0,0,0,0,0,0,,1,Saurus Scar-Veteran,30,400,medium
292,0,35,5664,1900,350,0.7526881720430108,95,3.6,wh_encourage_fear_terror,hero,war_beast,50,com,115,0,0,0,15,0,lzd,0.0,75.0,wh2_main_lzd_cha_saurus_scar_veteran_2,75,4000,38,40,wh2_main_lzd_carnosaur_hero,0,0.0,0,0,0,0,0,,1,Saurus Scar-Veteran,0,465,medium
293,0,0,2679,450,80,0.25806451612903225,30,4.0,wh_encourage_hideForest_mountedFireMove,lord,inf_ranged,16,com,230,0,0,0,15,0,lzd,0.0,46.0,wh2_main_lzd_cha_skink_chief_0,60,160,33,36,wh2_main_lzd_skink_chief_hero,35,0.23333333333333334,115,1,100,1,150,wh2_main_lzd_blowpipe_skink_chief,1,Skink Chief,0,310,medium
294,0,0,3006,800,80,0.25806451612903225,30,4.0,wh_encourage_fear_mountedFireMove,lord,cavalry,26,com,230,0,0,0,15,0,lzd,90.0,60.0,wh2_main_lzd_cha_skink_chief_1,60,500,33,36,wh2_main_lzd_skink_chief_terradon,35,0.23333333333333334,115,1,100,1,150,wh2_main_lzd_blowpipe_skink_chief,1,Skink Chief,0,310,medium
