main_units_tables																																																		
36																																																		
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitement_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	unknown25	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_thread	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	-1	hero	1	False	wh2_main_def_cha_sorceress_shadow_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_def_cha_sorceress_shadow_0	250	heavy		False	False	0	13204	0	False		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	True	emp_general_foot		True	False		300	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Sorceress	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_def_cha_sorceress_shadow_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_def_cha_sorceress_shadow_1	275	heavy		False	False	0	13209	0	False		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	True	emp_general_foot	wh2_main_cam_mnt_def_dark_steed	True	False		450	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Sorceress	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_def_cha_sorceress_shadow_2	1	0	650	wh_main_shp_transport	1	1	1	0	1400			wh2_main_def_cha_sorceress_shadow_2	350	heavy		False	False	0	13216	0	False		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	True	emp_general_foot	wh2_main_cam_mnt_def_cold_one	True	False		650	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Sorceress	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_def_cha_sorceress_shadow_3	1	0	850	wh_main_shp_transport	1	1	1	0	1500			wh2_main_def_cha_sorceress_shadow_3	375	heavy		False	False	0	13220	0	False		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	True	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	True	False		850	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Sorceress	0	True	False	2	False	False	
	-1	melee_infantry	1	False	wh2_main_def_inf_black_ark_corsairs_0	100	0	650	wh_main_shp_transport	1	1	100	0	650			wh2_main_def_inf_black_ark_corsairs_0	162	medium		False	False	0	11818	0	True		wh2_main_vo_culture_Dark_Elves	wh2_main_infantry_dual_swords	wh2_main_infantry_dual_swords	3	False	def_corsairs		False	True		650	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	missile_infantry	1	False	wh2_main_def_inf_black_ark_corsairs_1	100	0	750	wh_main_shp_transport	1	1	100	0	750			wh2_main_def_inf_black_ark_corsairs_1	187	medium		False	False	0	11827	0	True		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_handbow	wh2_main_def_missile_infantry_handbow	3	False	wef_infantry_15_degrees		False	True		375	375	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_infantry	2	False	wh2_main_def_inf_black_guard_0	100	0	1300	wh_main_shp_transport	1	1	100	0	1300			wh2_main_def_inf_black_guard_0	325	medium		False	False	0	11809	0	True		wh2_main_vo_culture_Dark_Elves	infantry_spear_halberd	infantry_spear_halberd	5	False	def_black_guard		False	True		1300	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_infantry	1	False	wh2_main_def_inf_bleakswords_0	120	0	450	wh_main_shp_transport	1	1	120	0	450			wh2_main_def_inf_bleakswords_0	112	medium		False	False	0	11801	0	True		wh2_main_vo_culture_Dark_Elves	infantry_sword	infantry_sword	1	False	wef_infantry_15_degrees		False	True		450	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	missile_infantry	1	False	wh2_main_def_inf_darkshards_0	90	0	600	wh_main_shp_transport	1	1	90	0	600			wh2_main_def_inf_darkshards_0	150	medium		False	False	0	11760	0	True		wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	missile_infantry_bow	2	False	wef_infantry_15_degrees		False	True		120	480	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	missile_infantry	1	False	wh2_main_def_inf_darkshards_1	90	0	675	wh_main_shp_transport	1	1	90	0	675			wh2_main_def_inf_darkshards_1	169	medium		False	False	0	11770	0	True		wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	missile_infantry_bow	3	False	wef_infantry_15_degrees		False	True		195	480	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_infantry	1	False	wh2_main_def_inf_dreadspears_0	120	0	450	wh_main_shp_transport	1	1	120	0	450			wh2_main_def_inf_dreadspears_0	112	medium		False	False	0	11813	0	True		wh2_main_vo_culture_Dark_Elves	infantry_spear	infantry_spear	2	False	wef_infantry_30_degrees		False	True		450	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_infantry	2	False	wh2_main_def_inf_har_ganeth_executioners_0	100	0	1200	wh_main_shp_transport	1	1	100	0	1200			wh2_main_def_inf_har_ganeth_executioners_0	300	medium		False	False	0	13091	0	True		wh2_main_vo_culture_Dark_Elves	infantry_sword_great	infantry_sword_great	5	False	wef_infantry_15_degrees		False	True		1200	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	monstrous_infantry	1	False	wh2_main_def_inf_harpies	60	0	600	wh_main_shp_transport	1	1	60	0	600			wh2_main_def_inf_harpies	150	medium		False	False	0	12403	0	True		wh2_main_vo_culture_Harpy	wh_dlc05_bst_harpies	wh_dlc05_bst_harpies	3	False	def_harpy		False	True		600	0	False	vo_culture_None	False	wh_main_vo_actor_group_sound	0	True	False	6	False	False	
	-1	missile_infantry	1	False	wh2_main_def_inf_shades_0	80	0	950	wh_main_shp_transport	1	1	80	0	950			wh2_main_def_inf_shades_0	237	medium		False	False	0	11778	0	True		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades	wh2_main_def_missile_infantry_bow_shades	3	False	wef_infantry_15_degrees		False	True		285	665	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	missile_infantry	1	False	wh2_main_def_inf_shades_1	80	0	1050	wh_main_shp_transport	1	1	80	0	1050			wh2_main_def_inf_shades_1	262	medium		False	False	0	11784	0	True		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_dual_weapons	wh2_main_def_missile_infantry_bow_shades_dual_weapons	4	False	def_corsairs		False	True		330	720	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	missile_infantry	2	False	wh2_main_def_inf_shades_2	80	0	1150	wh_main_shp_transport	1	1	80	0	1150			wh2_main_def_inf_shades_2	287	medium		False	False	0	11788	0	True		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_great_weapons	wh2_main_def_missile_infantry_bow_shades_great_weapons	4	False	wef_infantry_45_degrees		False	True		360	790	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_infantry	1	False	wh2_main_def_inf_witch_elves_0	100	0	800	wh_main_shp_transport	1	1	100	0	800			wh2_main_def_inf_witch_elves_0	200	medium		False	False	0	11795	0	True		wh2_main_vo_culture_Dark_Elves	wh2_main_def_infantry_dual_daggers	wh2_main_def_infantry_dual_daggers	5	False	emp_soldier_15_degrees		False	True		800	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	True	False	4	False	False	
	-1	monster	3	False	wh2_main_def_mon_black_dragon	1	0	2100	wh_main_shp_transport	1	1	1	0	2100			wh2_main_def_mon_black_dragon	525	heavy		False	False	0	12417	0	True		wh2_main_vo_culture_Black_Dragon	dragon	dragon	5	True	hef_dragon		True	False		2100	0	True	wh2_main_vo_culture_Dark_Elves	False	wh_main_vo_actor_default	0	False	True	2	True	False	
	-1	monster	3	False	wh2_main_def_mon_war_hydra_0	1	0	1800	wh_main_shp_transport	1	1	1	0	1800			wh2_main_def_mon_war_hydra	450	very_heavy		False	False	0	12415	0	True		wh2_main_vo_culture_Hydra	wh2_main_def_mon_war_hydra	wh2_main_def_mon_war_hydra	5	True	def_war_hydra		True	False		1800	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	True	2	True	False	
	-1	warmachine	1	False	wh2_main_hef_art_eagle_claw_bolt_thrower	32	0	700	wh_main_shp_transport	1	1	32	0	700			wh2_main_hef_art_eagle_claw_bolt_thrower	175	very_heavy		False	False	0	12313	0	True		wh2_main_vo_culture_High_Elves	wh_dlc06_bolt_thrower	wh_dlc06_bolt_thrower	3	False	default		False	True		70	630	True	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_cavalry	3	False	wh2_main_hef_cav_dragon_princes	60	0	1450	wh_main_shp_transport	1	1	60	0	1400			wh2_main_hef_cav_dragon_princes	350	heavy		False	False	0	12304	0	True		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	5	False	emp_reiksguard		False	True		1400	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False	
	-1	melee_cavalry	1	False	wh2_main_hef_cav_ellyrian_reavers_0	60	0	600	wh_main_shp_transport	1	1	60	0	600			wh2_main_hef_cav_ellyrian_reavers_0	150	heavy		False	False	0	11864	0	True		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	2	False	emp_reiksguard		False	True		600	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False	
	-1	missile_cavalry	1	False	wh2_main_hef_cav_ellyrian_reavers_1	60	0	750	wh_main_shp_transport	1	1	60	0	750			wh2_main_hef_cav_ellyrian_reavers_1	187	heavy		False	False	0	11870	0	True		wh2_main_vo_culture_High_Elves	missile_cavalry_bow	missile_cavalry_bow	2	False	emp_reiksguard		False	True		150	450	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	5	False	False	
	-1	chariot	2	False	wh2_main_hef_cav_ithilmar_chariot	8	0	1100	wh_main_shp_transport	1	1	8	0	1100			wh2_main_hef_cav_ithilmar_chariot	275	heavy		False	False	0	12330	0	True		wh2_main_vo_culture_High_Elves	chariot	chariot	4	True	default		False	True	composite_scene\porthole\ithilmar_chariot_porthole_01.csc	1100	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False	
	-1	melee_cavalry	1	False	wh2_main_hef_cav_silver_helms_0	60	0	900	wh_main_shp_transport	1	1	60	0	900			wh2_main_hef_cav_silver_helms_0	225	heavy		False	False	0	11857	0	True		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	3	False	emp_reiksguard		False	True		900	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False	
	-1	melee_cavalry	2	False	wh2_main_hef_cav_silver_helms_1	60	0	1000	wh_main_shp_transport	1	1	60	0	1000			wh2_main_hef_cav_silver_helms_1	250	heavy		False	False	0	11863	0	True		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	3	False	emp_reiksguard		False	True		1000	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False	
	-1	chariot	2	False	wh2_main_hef_cav_tiranoc_chariot	12	0	850	wh_main_shp_transport	1	1	12	0	850			wh2_main_hef_cav_tiranoc_chariot	212	heavy		False	False	0	12320	0	True		wh2_main_vo_culture_High_Elves	missile_chariot	missile_chariot	4	True	default		False	True	composite_scene\porthole\tiranoc_chariot_porthole_01.csc	204	476	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	5	False	False	
	-1	lord	1	False	wh2_main_hef_cha_alastar_0	1	0	1150	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_alastair_0	300	heavy		False	False	0	2005813255	0	False		wh2_main_vo_culture_High_Elves	lord_infantry_axe_great	lord_infantry_axe_great	0	True	hef_general_foot		True	False		1200	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_alastar_3	1	0	1600	wh_main_shp_transport	1	1	1	0	1500			wh2_main_hef_cha_alastair_3	375	heavy		False	False	0	188325913	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	True	False		1600	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_alastar_4	1	0	2000	wh_main_shp_transport	1	1	1	0	2000			wh2_main_hef_cha_alastair_4	500	heavy		False	False	0	565057115	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	hef_general_foot	wh2_main_cam_mnt_hef_sun_dragon	True	False		2000	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_alastar_5	1	0	2600	wh_main_shp_transport	1	1	1	0	2600			wh2_main_hef_cha_alastair_5	650	heavy		False	False	0	1460087977	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	True	False		2600	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	hero	1	False	wh2_main_hef_cha_loremaster_of_hoeth_0	1	0	950	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_loremaster_of_hoeth_0	267	heavy		False	False	0	11697	0	False		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_loremaster	wh2_main_hef_hero_loremaster	0	True	hef_general_foot		True	False		1000	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_high_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_mage_high_0	250	medium		False	False	0	11691	0	False		wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	wh2_main_wizard_high	0	True	emp_general_foot		True	False		300	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_high_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_mage_high_1	275	medium		False	False	0	11878	0	False		wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	wh2_main_wizard_high	0	True	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	True	False		450	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_high_4	2	0	750	wh_main_shp_transport	1	1	2	0	1500			wh2_main_hef_cha_mage_high_4	375	medium		False	False	0	12288	0	False		wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	wh2_main_wizard_high	0	True	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	True	False		750	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_life_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_mage_life_0	250	medium		False	False	0	13129	0	False		wh2_main_vo_culture_High_Elves	wizard_life	wizard_life	0	True	emp_general_foot		True	False		300	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_life_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_mage_life_1	275	medium		False	False	0	13137	0	False		wh2_main_vo_culture_High_Elves	wizard_life	wizard_life	0	True	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	True	False		450	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_life_4	2	0	750	wh_main_shp_transport	1	1	2	0	1500			wh2_main_hef_cha_mage_life_4	375	medium		False	False	0	13156	0	False		wh2_main_vo_culture_High_Elves	wizard_life	wizard_life	0	True	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	True	False		750	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_light_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_mage_light_0	250	medium		False	False	0	13180	0	False		wh2_main_vo_culture_High_Elves	wizard_light	wizard_light	0	True	emp_general_foot		True	False		300	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_light_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_mage_light_1	275	medium		False	False	0	13186	0	False		wh2_main_vo_culture_High_Elves	wizard_light	wizard_light	0	True	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	True	False		450	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_mage_light_4	2	0	750	wh_main_shp_transport	1	1	2	0	1500			wh2_main_hef_cha_mage_light_4	375	medium		False	False	0	13200	0	False		wh2_main_vo_culture_High_Elves	wizard_light	wizard_light	0	True	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	True	False		750	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mage	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_noble_0	1	0	750	wh_main_shp_transport	1	1	1	0	750			wh2_main_hef_cha_noble_0	187	heavy		False	False	0	13297	0	False		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	True	hef_general_foot		True	False		750	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Noble	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_noble_2	1	0	950	wh_main_shp_transport	1	1	1	0	950			wh2_main_hef_cha_noble_2	237	heavy		False	False	0	13303	0	False		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	True	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	True	False		950	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Noble	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_noble_3	1	0	1100	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_noble_3	275	heavy		False	False	0	13305	0	False		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	True	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	True	False		1100	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Noble	0	True	False	2	False	False	
	-1	hero	1	False	wh2_main_hef_cha_noble_4	2	0	1200	wh_main_shp_transport	1	1	2	0	1200			wh2_main_hef_cha_noble_4	300	heavy		False	False	0	13307	0	False		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	True	hef_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	True	False		1200	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Noble	0	True	False	2	False	False	
	-1	lord	1	False	wh2_main_hef_cha_prince_0	1	0	950	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_prince_0	250	heavy		False	False	0	11690	0	False		wh2_main_vo_culture_High_Elves	lord_infantry_sword	lord_infantry_sword	0	True	hef_general_foot		True	False		1000	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_prince_2	1	0	1150	wh_main_shp_transport	1	1	1	0	1200			wh2_main_hef_cha_prince_2	300	heavy		False	False	0	11892	0	False		wh2_main_vo_culture_High_Elves	lord_cavalry	lord_cavalry	0	True	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	True	False		1200	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_prince_3	1	0	1400	wh_main_shp_transport	1	1	1	0	1400			wh2_main_hef_cha_prince_3	350	heavy		False	False	0	12272	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	True	False		1400	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_prince_4	1	0	1900	wh_main_shp_transport	1	1	1	0	1900			wh2_main_hef_cha_prince_4	500	heavy		False	False	0	12280	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	hef_general_foot	wh2_main_cam_mnt_hef_sun_dragon	True	False		1900	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_prince_5	1	0	2600	wh_main_shp_transport	1	1	1	0	2600			wh2_main_hef_cha_prince_5	650	heavy		False	False	0	13309	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	True	False		2600	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Prince	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_princess_0	1	0	950	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_princess_0	250	heavy		False	False	0	13103	0	False		wh2_main_vo_culture_High_Elves	wh2_main_lord_infantry_hybrid	wh2_main_lord_infantry_hybrid	0	True	emp_general_foot		True	False		600	400	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Princess	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_princess_1	1	0	1050	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_princess_1	275	heavy		False	False	0	13108	0	False		wh2_main_vo_culture_High_Elves	wh2_main_lord_cavalry_hybrid	wh2_main_lord_cavalry_hybrid	0	True	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	True	False		650	450	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Princess	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_princess_3	1	0	1400	wh_main_shp_transport	1	1	1	0	1400			wh2_main_hef_cha_princess_3	350	heavy		False	False	0	13121	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	emp_general_foot	wh2_main_cam_mnt_hef_great_eagle	True	False		900	500	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Princess	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_princess_4	1	0	2200	wh_main_shp_transport	1	1	1	0	2200			wh2_main_hef_cha_princess_4	550	heavy		False	False	0	13127	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	emp_general_foot	wh2_main_cam_mnt_hef_moon_dragon	True	False		1700	500	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Princess	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_princess_5	1	0	2600	wh_main_shp_transport	1	1	1	0	2600			wh2_main_hef_cha_princess_5	650	heavy		False	False	0	13313	0	False		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	True	emp_general_foot	wh2_main_cam_mnt_hef_star_dragon	True	False		2100	500	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Princess	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_teclis_0	1	0	450	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_teclis_0	250	medium		False	False	0	11689	0	False		wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	wh2_main_lord_wizard_high	0	True	hef_general_foot		True	False		450	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Teclis	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_teclis_1	1	0	650	wh_main_shp_transport	1	1	1	0	1300			wh2_main_hef_cha_teclis_1	337	medium		False	False	0	13328	0	False		wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	wh2_main_lord_wizard_high	0	True	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	True	False		650	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Teclis	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_tyrion_0	1	0	1400	wh_main_shp_transport	1	1	1	0	1450			wh2_main_hef_cha_tyrion_0	363	heavy		False	False	0	11682	0	False		wh2_main_vo_culture_High_Elves	lord_infantry_sword	lord_infantry_sword	0	True	hef_general_foot		True	False		1450	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Tyrion	0	True	False	0	False	False	
	-1	lord	1	False	wh2_main_hef_cha_tyrion_1	1	0	1600	wh_main_shp_transport	1	1	1	0	1600			wh2_main_hef_cha_tyrion_1	400	heavy		False	False	0	11873	0	False		wh2_main_vo_culture_High_Elves	lord_cavalry	lord_cavalry	0	True	hef_general_foot	wh2_main_cam_mnt_hef_malhandhir	True	False		1600	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Tyrion	0	True	False	0	False	False	
	-1	missile_infantry	1	False	wh2_main_hef_inf_archers_0	90	0	475	wh_main_shp_transport	1	1	90	0	475			wh2_main_hef_inf_archers_0	118	light		False	False	0	11723	0	True		wh2_main_vo_culture_High_Elves	missile_infantry_bow	missile_infantry_bow	1	False	wef_infantry_15_degrees		False	True		95	380	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False	
	-1	missile_infantry	1	False	wh2_main_hef_inf_archers_1	90	0	525	wh_main_shp_transport	1	1	90	0	550			wh2_main_hef_inf_archers_1	137	light		False	False	0	11725	0	True		wh2_main_vo_culture_High_Elves	missile_infantry_bow	missile_infantry_bow	2	False	wef_infantry_30_degrees		False	True		110	440	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False	
	-1	melee_infantry	1	False	wh2_main_hef_inf_gate_guard	90	0	850	wh_main_shp_transport	1	1	90	0	850			wh2_main_hef_inf_gate_guard	212	heavy		False	False	0	12977	0	True		wh2_main_vo_culture_High_Elves	wh2_main_hef_missile_infantry_bow_spear	wh2_main_hef_missile_infantry_bow_spear	3	False	wef_infantry_15_degrees		False	True		212	638	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False	
