armour	category	charge_bonus	class	key	melee_attack	melee_defence	morale	bonus_hit_points	primary_melee_weapon	attribute_group	damage_mod_flames	damage_mod_magic	damage_mod_physical	damage_mod_missiles	damage_mod_all
wh2_main_plate_50	inf_ranged	30	com	wh_dlc05_wef_cha_female_glade_lord_0_qb	65	60	85	7976	wh_dlc05_wef_sword_hero	wh_encourage_hideForest_unbreakable	0	0	0	15	0
wh2_main_plate_50	cavalry	45	com	wh_dlc05_wef_cha_female_glade_lord_1	65	60	70	4560	wh_dlc05_wef_sword_hero	wh_encourage_hideForest_mountedFireMove	0	0	0	15	0
wh2_main_plate_50	inf_ranged	30	com	wh_dlc05_wef_cha_glade_lord_0	65	60	70	3900	wh_dlc05_wef_sword_hero	wh_encourage_hideForest_mountedFireMove	0	0	0	15	0
wh2_main_plate_50	cavalry	45	com	wh_dlc05_wef_cha_glade_lord_1	65	60	70	4560	wh_dlc05_wef_sword_hero	wh_encourage_hideForest_mountedFireMove	0	0	0	15	0
wh2_main_plate_50	war_beast	70	com	wh_dlc05_wef_cha_female_glade_lord_2	65	40	70	4840	wh_dlc05_wef_sword_hero_eagle	wh_encourage_fear_mountedFireMove	0	0	0	15	0
wh2_main_plate_50	war_beast	70	com	wh_dlc05_wef_cha_female_glade_lord_2_qb	65	40	85	5568	wh_dlc05_wef_sword_hero_eagle	wh_encourage_hideForest_mountedFireMove_unbreakable	0	0	0	15	0
wh2_main_plate_50	war_beast	70	com	wh_dlc05_wef_cha_glade_lord_2	65	40	70	4840	wh_dlc05_wef_sword_hero_eagle	wh_encourage_fear_mountedFireMove	0	0	0	15	0
wh2_main_chainmail_40	inf_ranged	28	com	wh_dlc05_wef_cha_waystalker_0	38	42	60	3680	wh_dlc05_wef_sword_hero_waystalker	wh_guerrilla_stalk_snipe_encourage_mountedFireMove	0	0	0	15	0
wh2_main_body_15	inf_ranged	8	inf_mis	wh_dlc05_wef_inf_waywatchers_0	28	32	72	82	wh_dlc05_wef_sword_waywatcher	wh_guerrilla_stalk_mountedFireMove	0	0	0	0	0
wh2_main_body_15	inf_ranged	8	inf_mis	wh_pro04_wef_inf_waywatchers_ror_0	34	44	82	82	wh_dlc05_wef_sword_waywatcher	wh_guerrilla_stalk_mountedFireMove	0	0	0	0	0
wh2_main_body_15	inf_melee	19	com	wh_dlc05_wef_cha_spellsinger_beasts_0	33	34	60	3412	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	34	com	wh_dlc05_wef_cha_spellsinger_beasts_1	33	34	60	3832	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	44	com	wh_dlc05_wef_cha_spellsinger_beasts_3	40	34	60	4388	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest_fear	0	40	0	15	0
wh2_main_body_15	inf_melee	19	com	wh_dlc05_wef_cha_spellsinger_life_0	33	34	60	3412	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	34	com	wh_dlc05_wef_cha_spellsinger_life_1	33	34	60	3832	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	44	com	wh_dlc05_wef_cha_spellsinger_life_3	40	34	60	4388	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest_fear	0	40	0	15	0
wh2_main_body_15	inf_melee	19	com	wh_dlc05_wef_cha_spellsinger_shadows_0	33	34	60	3412	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	34	com	wh_dlc05_wef_cha_spellsinger_shadows_1	33	34	60	3832	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	44	com	wh_dlc05_wef_cha_spellsinger_shadows_3	40	34	60	4388	wh_dlc05_wef_sword_wizard	wh_encourage_hideForest_fear	0	40	0	15	0
wh2_main_body_15	cavalry	30	cav_mis	wh_dlc05_wef_cav_sisters_thorn_0	34	33	85	94	wh_dlc05_wef_thorn_sister_sword	wh_guerrilla_hideForest_mountedFireMove	0	0	50	0	0
wh2_main_body_80	inf_melee	14	inf_mel	wh_dlc05_wef_mon_treekin_0	20	54	70	540	wh_dlc05_wef_treekin_claws	wh_fear_hideForest_immPsy_chargeReflectorVsL	-25	0	20	15	0
wh2_main_body_80	inf_melee	14	inf_mel	wh2_dlc10_hef_mon_treekin_0	20	54	70	540	wh_dlc05_wef_treekin_claws	wh_fear_hideForest_immPsy_chargeReflectorVsL	-25	0	20	15	0
wh2_main_body_80	inf_melee	14	inf_mel	wh_pro04_wef_mon_treekin_ror_0	25	70	80	540	wh_dlc05_wef_treekin_claws_RoR	wh_fear_hideForest_immPsy_chargeReflectorVsL	70	0	20	15	0
wh2_main_body_100	inf_melee	30	com	wh_dlc05_wef_cha_ancient_treeman_0	37	48	90	9820	wh_dlc05_wef_treeman_ancient_claws	wh2_encourage_hideForest_fear_terror_chargeReflector	-25	0	20	15	0
wh2_main_body_100	inf_melee	30	inf_mel	wh_dlc05_wef_mon_treeman_0	45	56	90	9320	wh_dlc05_wef_treeman_claws	wh2_hideForest_fear_terror_chargeReflector	-25	0	20	15	0
wh2_main_body_100	inf_melee	30	com	wh_dlc08_wef_mon_treeman_boss	33	36	85	3272	wh_dlc05_wef_treeman_claws	wh_encourage_fear_hideForest_unbreakable_terror	-25	0	0	45	0
wh2_main_body_100	inf_melee	30	inf_mel	wh2_dlc10_hef_mon_treeman_0	45	56	90	9320	wh_dlc05_wef_treeman_claws	wh2_hideForest_fear_terror_chargeReflector	-25	0	20	15	0
wh2_main_chainmail_40	cavalry	62	cav_shk	wh_dlc05_wef_cav_wild_riders_1	34	29	70	95	wh_dlc05_wef_wildrider_spear	wh_guerrilla_hideForest_fear	0	0	20	0	0
wh2_main_chainmail_40	cavalry	62	cav_shk	wh_pro04_wef_cav_wild_riders_ror_0	41	40	80	95	wh_dlc05_wef_wildrider_spear	wh_guerrilla_hideForest_fear	0	0	20	0	0
wh2_main_chainmail_40	cavalry	62	cav_shk	wh_dlc05_wef_cav_wild_riders_0	34	23	70	95	wh_dlc05_wef_wildrider_sword	wh_guerrilla_hideForest_fear	0	0	20	0	0
wh2_main_heavy_metal_120	inf_melee	26	inf_mel	wh_dlc06_chs_inf_aspiring_champions_0	46	62	80	190	wh_dlc06_chs_aspiring_champions_sword	wh_encourage_guerrilla_hideForest	0	0	0	0	0
wh2_main_chainmail_40	inf_ranged	10	inf_mis	wh_dlc06_dwf_inf_bugmans_rangers_0	24	38	75	74	wh_dlc06_dwarf_axe_rangers	wh2_chargeReflectorVsL_guerrilla_hideForest_immPsy_stalk	0	25	0	0	0
wh2_main_chainmail_85	inf_melee	12	inf_mel	wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	27	53	80	70	wh_dlc06_dwf_axe_dragonfire	wh_chargeReflectorVsL_hideForest	0	25	0	0	0
wh_main_body_0	inf_melee	28	com	wh_dlc06_dwf_cha_thane_ghost_0	55	50	80	2772	wh_dlc06_dwf_axe_hero_magical	wh_encourage_fear_hideForest_unbreakable_terror	0	0	75	0	0
wh_main_body_0	inf_melee	18	com	wh_dlc06_dwf_cha_thane_ghost_1	38	60	80	2772	wh_dlc06_dwf_axe_hero_magical	wh_encourage_fear_hideForest_unbreakable_terror	0	0	75	0	0
wh_main_body_0	inf_melee	25	com	wh2_dlc10_dwf_cha_thane_ghost_summoned_0	45	60	80	2972	wh_dlc06_dwf_axe_hero_magical	wh_encourage_fear_hideForest_unbreakable_terror	0	0	75	0	0
wh2_main_chainmail_120	inf_melee	45	com	wh_pro01_dwf_cha_grombrindal_0	70	42	85	5800	wh_dlc06_dwf_grombindal_axe_great	wh_chargeReflector_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_120	inf_melee	16	com	wh_dlc06_dwf_cha_runelord_0	40	45	75	4340	wh_dlc06_dwf_hammer_caster_hero	wh_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_120	inf_melee	18	com	wh_dlc06_dwf_cha_runelord_1	40	52	85	5544	wh_dlc06_dwf_hammer_caster_hero	wh_encourage_hideForest	0	40	25	15	0
wh2_main_chainmail_120	inf_melee	30	com	wh_dlc06_dwf_cha_belegar_ironhammer_0	60	55	85	5580	wh_dlc06_dwf_hammer_hero_belegar	wh_chargeReflector_encourage_hideForest	0	25	0	15	0
wh_main_body_0	inf_melee	16	com	wh_dlc06_dwf_cha_runesmith_ghost_0	40	38	80	2532	wh_dlc06_dwf_hammer_runesmith_magical	wh_encourage_fear_hideForest_unbreakable_terror	0	0	75	0	0
wh2_main_chainmail_100	inf_melee	18	inf_mel	wh_dlc06_dwf_inf_peak_gate_guard_0	54	46	90	82	wh_dlc06_dwf_hammerers_peak	wh_hideForest_immuneToPsych	0	25	0	0	0
wh_main_body_0	inf_ranged	18	com	wh_dlc06_dwf_cha_master_engineer_ghost_0	42	32	80	2532	wh_dlc06_dwf_master_engineer_hammer_magical	wh_encourage_fear_hideForest_unbreakable_terror	0	0	75	0	0
wh2_main_heavy_metal_115	inf_melee	30	inf_mel	wh_dlc06_grn_inf_krimson_killerz_0	43	36	82	128	wh_dlc06_grn_axe_krimson	wh_hideForest_immuneToPsych	0	0	0	0	0
wh2_main_leather_15	inf_melee	20	inf_mel	wh_dlc06_grn_inf_nasty_skulkers_0	26	16	40	44	wh_dlc06_grn_goblin_dual_sword	wh_guerrilla_stalk	0	0	0	0	0
wh2_main_leather_25	inf_melee	35	com	wh_dlc06_grn_cha_night_goblin_warboss_0	45	53	60	3900	wh_dlc06_grn_goblin_spear_hero_general_poison	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	inf_melee	12	inf_mel	wh_dlc06_grn_inf_da_warlords_boyz_0	32	34	54	48	wh_dlc06_grn_goblin_sword_rustblight	wh_guerrilla_stalk_immPsy	0	0	0	0	0
wh2_main_leather_25	cavalry	26	cav_mel	wh_dlc06_grn_cav_durkits_squigs_0	28	26	60	79	wh_dlc06_grn_goblin_sword_squig_hopper	wh_guerrilla_hideForest_immPsy	0	0	0	25	0
wh2_main_leather_25	cavalry	26	cav_mel	wh_dlc06_grn_cav_squig_hoppers_0	23	18	50	79	wh_dlc06_grn_goblin_sword_squig_hopper	wh_guerrilla_hideForest_immPsy	0	0	0	0	0
wh2_main_leather_50	inf_melee	52	com	wh_dlc06_grn_cha_skarsnik_0	48	55	75	6260	wh_dlc06_grn_skarsnik_halberd	wh_chargeReflectorVsL_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_55	cavalry	65	com	wh_dlc06_grn_cha_night_goblin_warboss_1	45	53	60	4448	wh_dlc06_grn_spear_squig_hero	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_bone_45	inf_melee	19	inf_mel	wh_dlc06_grn_mon_spider_hatchlings_0	22	20	50	65	wh_dlc06_grn_spider_fangs_0	wh_hideForest_strider	0	0	0	0	0
wh2_main_bone_45	inf_melee	19	inf_mel	wh_dlc06_grn_mon_spider_hatchlings_0_summoned	22	20	50	65	wh_dlc06_grn_spider_fangs_0	wh_hideForest_strider	0	0	0	0	0
wh2_main_leather_15	inf_melee	10	inf_mel	wh_dlc06_grn_inf_squig_explosive_0	20	20	36	110	wh_dlc06_grn_squig_maw	wh_hideForest_unbreakable	0	0	0	0	0
wh2_main_leather_50	inf_melee	40	inf_mel	wh_dlc06_grn_inf_squig_herd_0	26	18	36	110	wh_dlc06_grn_squig_maw	wh2_hideForest_immuneToPsych_rampage	0	0	0	0	0
wh2_main_leather_30	inf_melee	55	com	wh_dlc06_grn_cha_wurrzag_0	43	25	65	4120	wh_dlc06_grn_wurrzag	wh_encourage_hideForest	0	0	25	0	0
wh2_main_body_55	cavalry	80	com	wh_dlc06_grn_cha_wurrzag_1	43	25	65	4664	wh_dlc06_grn_wurrzag_boar	wh_encourage_hideForest	0	0	25	0	0
wh2_main_plate_90	inf_melee	60	com	wh_dlc07_brt_cha_alberic_bordeleaux_0	57	40	75	4160	wh_dlc07_brt_alberic_sword	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_110	cavalry	85	com	wh_dlc07_brt_cha_alberic_bordeleaux_1	57	40	75	4776	wh_dlc07_brt_alberic_sword	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_90	war_beast	80	com	wh_dlc07_brt_cha_alberic_bordeleaux_3	50	35	75	5588	wh_dlc07_brt_alberic_sword_hippogryph	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_90	cavalry	90	com	wh_dlc07_brt_cha_alberic_bordeleaux_2	57	40	75	5200	wh_dlc07_brt_alberic_sword_pegasus	wh_encourage	0	0	0	15	0
wh2_main_leather_15	inf_melee	30	com	wh_dlc07_brt_cha_fay_enchantress_0	34	42	70	3680	wh_dlc07_brt_caster_fay	wh_encourage_hideForest_fear	0	25	0	15	0
wh2_main_leather_15	cavalry	74	com	wh_dlc07_brt_cha_fay_enchantress_1	42	34	70	4560	wh_dlc07_brt_caster_fay	wh_encourage_hideForest_fear	0	60	0	15	0
wh2_main_chainmail_40	inf_melee	12	spcl	wh_dlc07_brt_inf_grail_reliquae_0	24	28	85	3466	wh_dlc07_brt_grail_reliquae	wh_hideForest	0	0	0	0	0
wh2_main_plate_90	war_beast	50	cav_shk	wh_dlc07_brt_cav_royal_hippogryph_knights_0	46	34	75	1004	wh_dlc07_brt_hippogryph_knight	wh_fear_terror	0	0	0	0	0
wh2_main_plate_80	cavalry	62	cav_mel	wh_dlc07_brt_cav_royal_pegasus_knights_0	42	30	70	244	wh_dlc07_brt_lance__royal_pegasus_knights	wh_fatigue_immune_guerrilla_immuneToPsych	0	0	0	0	0
wh2_main_plate_80	cavalry	50	cav_shk	wh_dlc07_brt_cav_knights_errant_0	26	26	60	84	wh_dlc07_brt_lance_errant	wh_hideForest	0	0	0	0	0
wh2_main_plate_80	cavalry	50	cav_shk	wh_pro04_brt_cav_knights_errant_ror_0	32	36	70	84	wh_dlc07_brt_lance_errant	wh_hideForest	0	0	0	0	0
wh2_main_leather_15	inf_melee	8	inf_mel	wh_dlc07_brt_inf_peasant_mob_0	18	10	36	46	wh_dlc07_brt_peasant_tool	wh_expendable_hideForest	0	0	0	0	0
wh2_main_plate_70	inf_melee	22	inf_mel	wh_dlc07_brt_inf_foot_squires_0	25	20	70	61	wh_dlc07_brt_squire_sword_great	wh_hideForest	0	0	0	0	0
wh2_main_leather_30	inf_melee	10	inf_mel	wh_dlc07_brt_inf_men_at_arms_1	27	26	50	57	wh_dlc07_brt_sword	wh_expendable_hideForest	0	0	0	0	0
wh2_main_leather_30	inf_melee	10	inf_mel	wh_dlc07_brt_inf_men_at_arms_2	27	34	50	57	wh_dlc07_brt_sword	wh_expendable_hideForest	0	0	0	0	0
wh2_main_plate_120	cavalry	38	cav_mel	wh_dlc07_brt_cav_grail_guardians_0	35	56	85	112	wh_dlc07_brt_sword_grail_guardian	wh_fatigue_immune_hideForest_immuneToPsych	0	0	0	0	0
wh2_main_plate_80	cavalry	41	cav_shk	wh_dlc07_brt_cav_questing_knights_0	40	36	75	96	wh_dlc07_brt_sword_great_questing	wh_hideForest_immPsy	0	0	0	0	0
wh2_main_plate_80	cavalry	41	cav_shk	wh_pro04_brt_cav_questing_knights_ror_0	47	48	85	96	wh_dlc07_brt_sword_great_questing	wh_hideForest_immPsy	25	0	0	0	0
wh_main_body_0	cavalry	85	com	wh_dlc07_brt_cha_green_knight_0	56	48	100	4160	wh_dlc07_brt_sword_green_knight	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable	0	0	55	0	0
wh2_main_plate_90	inf_melee	45	com	wh_main_brt_cha_king_louen_leoncoeur_0	60	50	80	4280	wh_dlc07_brt_sword_louen	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_plate_110	cavalry	75	com	wh_main_brt_cha_king_louen_leoncoeur_2	60	50	80	4884	wh_dlc07_brt_sword_louen	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_plate_90	cavalry	85	com	wh_main_brt_cha_king_louen_leoncoeur_3	60	50	80	5200	wh_dlc07_brt_sword_louen	wh_encourage_immuneToPsych	0	0	0	15	0
wh2_main_leather_30	inf_melee	18	inf_mel	wh_dlc07_brt_inf_battle_pilgrims_0	32	29	80	61	wh_dlc07_brt_sword_pilgrim	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_70	inf_melee	42	inf_mel	wh_pro04_bst_inf_centigors_ror_0	27	29	70	100	wh_dlc07_bst_centigor_great_axe_ror	wh_guerrilla_hideForest	0	0	0	0	0
wh2_main_plate_90	cavalry	68	cav_shk	wh_pro04_brt_cav_knights_of_the_realm_ror_0	38	36	85	92	wh_dlc08_brt_lance_ror	wh_encourage_hideForest_fear	0	0	0	0	0
wh2_main_body_60	inf_melee	34	inf_mel	wh_dlc08_nor_mon_norscan_ice_trolls_0	38	28	40	486	wh_dlc08_club_ice_troll	wh_fear	-20	0	0	0	0
wh2_main_body_55	inf_melee	50	com	wh_dlc08_nor_cha_throgg_0	60	50	70	8000	wh_dlc08_club_troll_throgg	wh_encourage_fear_hideForest	0	0	0	15	0
wh2_main_plate_80	inf_melee	20	inf_mel	wh_dlc08_nor_inf_marauder_champions_0	36	53	75	84	wh_dlc08_nor_axe_champion	wh_hideForest	0	0	0	0	0
wh2_main_plate_80	inf_melee	30	inf_mel	wh_dlc08_nor_inf_marauder_champions_1	36	30	75	84	wh_dlc08_nor_axe_great_champion	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_65	inf_melee	25	com	wh_dlc08_nor_cha_fimir_balefiend_fire_0	27	35	60	5032	wh_dlc08_nor_balefiend_staff	wh_encourage_hideForest_fear	0	0	0	15	0
wh2_main_heavy_metal_65	inf_melee	25	com	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	27	35	60	5032	wh_dlc08_nor_balefiend_staff	wh_encourage_hideForest_fear	0	0	0	15	0
wh2_main_leather_15	inf_melee	33	inf_mel	wh_dlc08_nor_inf_marauder_berserkers_0	40	25	80	94	wh_dlc08_nor_berserker_dual_axes	wh_hideForest_immuneToPsych	0	0	0	0	0
wh2_main_leather_15	inf_melee	33	inf_mel	wh_pro04_nor_inf_marauder_berserkers_ror_0	47	35	100	94	wh_dlc08_nor_berserker_dual_axes	wh_hideForest_unbreakable_fear	0	0	0	0	0
wh2_main_heavy_metal_110	inf_melee	30	inf_mel	wh_dlc08_nor_mon_fimir_0	38	42	60	506	wh_dlc08_nor_fimir_dual_axe	wh_fear	0	0	0	0	0
wh2_main_heavy_metal_110	inf_melee	30	inf_mel	wh_pro04_nor_mon_fimir_ror_0	45	56	70	506	wh_dlc08_nor_fimir_dual_axe	wh_guerrilla_stalk_fear_terror	0	0	0	0	0
wh2_main_heavy_metal_110	inf_melee	35	inf_mel	wh_dlc08_nor_mon_fimir_1	31	39	60	506	wh_dlc08_nor_great_mace	wh_fear	0	0	0	0	0
wh2_main_heavy_metal_70	war_beast	80	com	wh_dlc08_nor_cha_wulfrik_3	50	38	75	14800	wh_dlc08_nor_mammoth_tusks	wh_encourage_fear_terror	0	0	0	0	0
wh2_main_leather_30	inf_melee	80	inf_mel	wh_dlc08_nor_mon_war_mammoth_0	41	30	55	12980	wh_dlc08_nor_mammoth_tusks	wh2_fear_rampage_terror	0	0	0	0	0
wh2_main_heavy_metal_70	war_beast	80	inf_mel	wh_dlc08_nor_mon_war_mammoth_1	46	34	60	14760	wh_dlc08_nor_mammoth_tusks	wh_fear_terror	0	0	0	0	0
wh2_main_plate_70	war_beast	80	inf_mel	wh_dlc08_nor_mon_war_mammoth_2	46	34	60	14088	wh_dlc08_nor_mammoth_tusks	wh_fear_terror	0	0	0	0	0
wh2_main_leather_30	inf_melee	95	inf_mel	wh_dlc08_nor_mon_war_mammoth_boss	35	30	100	3400	wh_dlc08_nor_mammoth_tusks	wh_fear_terror	0	0	0	55	95
wh2_main_heavy_metal_70	war_beast	80	com	wh_main_nor_cha_marauder_chieftan_3	46	34	70	14800	wh_dlc08_nor_mammoth_tusks	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_heavy_metal_70	war_beast	80	inf_mel	wh_pro04_nor_mon_war_mammoth_ror_0	54	46	70	14760	wh_dlc08_nor_mammoth_tusks	wh_fear_strider_terror	0	0	0	0	0
wh2_main_leather_30	inf_melee	75	inf_mel	wh_dlc08_nor_mon_war_mammoth_ror_1	35	20	50	2684	wh_dlc08_nor_mammoth_tusks_ror	wh_fear_terror	0	0	0	30	0
wh2_main_leather_15	inf_melee	30	inf_mel	wh_dlc08_nor_mon_skinwolves_0	32	28	60	301	wh_dlc08_nor_skinwolves_claws	wh_fear_hideForest	0	0	20	0	0
wh2_main_heavy_metal_70	inf_melee	30	inf_mel	wh_dlc08_nor_mon_skinwolves_1	32	28	60	301	wh_dlc08_nor_skinwolves_claws	wh_fear_hideForest	0	0	20	0	0
wh2_main_leather_15	inf_melee	6	inf_mel	wh_dlc08_nor_inf_marauder_spearman_0	25	37	60	70	wh_dlc08_nor_spear	wh_hideForest_chargeReflectorVsL	0	0	0	0	0
wh2_main_leather_15	inf_melee	18	inf_mel	wh_pro04_nor_mon_marauder_warwolves_ror_0	32	25	48	68	wh_dlc08_nor_warhound_ror	wh_guerrilla_hideForest	0	0	0	50	0
wh2_main_plate_85	war_machine	76	chariot	wh_dlc08_nor_cav_marauder_warwolves_chariot_0	32	28	70	1480	wh_dlc08_nor_warwolf_chariot	wh_fear	0	0	0	0	0
wh2_main_leather_15	inf_melee	38	inf_mel	wh_dlc08_nor_mon_marauder_warwolves_0	26	19	45	130	wh_dlc08_nor_warwolf_claw	wh_fear_hideForest	0	0	0	15	0
wh2_main_heavy_metal_70	inf_melee	40	com	wh_dlc08_nor_cha_skin_wolf_werekin_0	45	32	70	5032	wh_dlc08_nor_werekin_claws	wh_fear_hideForest_immPsy_guerrilla_encourage	0	0	20	0	0
wh2_main_heavy_metal_100	inf_melee	50	com	wh_dlc08_nor_cha_wulfrik_0	70	50	75	4832	wh_dlc08_nor_wulfrik_sword	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	cavalry	65	com	wh_dlc08_nor_cha_wulfrik_1	70	50	75	5144	wh_dlc08_nor_wulfrik_sword	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_70	inf_melee	57	inf_mel	wh_dlc08_nor_mon_frost_wyrm_0	44	40	60	6112	wh_dlc08_nor_wyrm	wh_fear_terror	-25	0	0	25	0
wh2_main_body_70	inf_melee	57	inf_mel	wh_dlc08_nor_mon_frost_wyrm_ror_0	52	53	70	6112	wh_dlc08_nor_wyrm	wh_fear_terror	-25	0	0	25	0
wh2_main_body_70	inf_melee	63	com	wh_dlc08_nor_mon_frost_wyrm_boss	44	38	60	12648	wh_dlc08_nor_wyrm_boss	wh_fear_terror_unbreakable	0	0	0	45	45
wh_main_body_0	inf_melee	32	inf_mel	wh2_dlc10_dwf_inf_giant_slayers	50	30	100	100	wh_dlc10_dwf_slayer_axe_great	wh_hideForest_unbreakable	0	25	0	0	0
wh2_main_leather_30	cavalry	30	cav_mel	wh_main_brt_cav_mounted_yeomen_0	24	26	48	73	wh_main_brt_cavalry_spear	wh_guerrilla_hideForest	0	0	0	0	0
wh2_main_leather_30	inf_melee	6	inf_mel	wh_main_brt_inf_men_at_arms	22	40	56	58	wh_main_brt_halberd	wh_chargeReflectorVsL_expendable_hideForest	0	0	0	0	0
wh2_main_plate_80	inf_melee	6	inf_mel	wh_pro04_brt_inf_foot_squires_ror_0	27	53	80	61	wh_main_brt_halberd	wh_hideForest_chargeReflectorVsL	0	0	0	0	0
wh2_main_leather_15	artillery	5	art_fld	wh_dlc07_brt_art_blessed_field_trebuchet_0	10	5	40	45	wh_main_brt_hammer	wh_cantRun	0	0	0	0	0
wh2_main_leather_15	artillery	5	art_fld	wh_main_brt_art_field_trebuchet	10	6	40	45	wh_main_brt_hammer	wh_cantRun	0	0	0	0	0
wh2_main_plate_80	war_beast	90	com	wh_dlc05_brt_cha_armand_aquitaine_3	40	34	70	5488	wh_main_brt_hippogryph	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_90	war_beast	75	com	wh_main_brt_cha_king_louen_leoncoeur_4	52	35	80	5588	wh_main_brt_hippogryph	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_90	war_beast	75	com	wh_main_brt_cha_lord_2	47	34	75	5488	wh_main_brt_hippogryph	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_90	war_beast	75	com	wh_main_brt_cha_king_louen_leoncoeur_1	56	45	80	5900	wh_main_brt_hippogryph_beaquis	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_90	cavalry	68	cav_shk	wh_main_brt_cav_knights_of_the_realm	32	26	75	92	wh_main_brt_lance	wh_hideForest	0	0	0	0	0
wh2_main_plate_90	cavalry	78	cav_shk	wh_main_brt_cav_grail_knights	38	30	80	96	wh_main_brt_lance_grail_knight	wh_fatigue_immune_hideForest_immuneToPsych	0	0	0	0	0
wh2_main_plate_80	cavalry	52	cav_mel	wh_main_brt_cav_pegasus_knights	32	26	70	235	wh_main_brt_lance_pegasus_knights	wh_guerrilla	0	0	0	0	0
wh2_main_leather_30	inf_melee	4	inf_mel	wh_dlc07_brt_inf_spearmen_at_arms_1	18	30	50	57	wh_main_brt_spear	wh_chargeReflectorVsL_expendable_hideForest	0	0	0	0	0
wh2_main_leather_30	inf_melee	4	inf_mel	wh_main_brt_inf_spearmen_at_arms	20	38	50	57	wh_main_brt_spear	wh_chargeReflectorVsL_expendable_hideForest	0	0	0	0	0
wh2_main_leather_15	inf_melee	15	com	wh_dlc07_brt_cha_damsel_beasts_0	34	22	55	3412	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	35	com	wh_dlc07_brt_cha_damsel_beasts_1	34	22	55	3832	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_40	cavalry	35	com	wh_dlc07_brt_cha_damsel_beasts_2	34	22	55	3832	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	40	com	wh_dlc07_brt_cha_damsel_beasts_3	40	22	55	4388	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	40	0	15	0
wh2_main_leather_15	inf_melee	15	com	wh_dlc07_brt_cha_damsel_life_0	34	22	55	3412	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	35	com	wh_dlc07_brt_cha_damsel_life_1	34	22	55	3832	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_40	cavalry	35	com	wh_dlc07_brt_cha_damsel_life_2	34	22	55	3832	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	40	com	wh_dlc07_brt_cha_damsel_life_3	40	22	55	4388	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	40	0	15	0
wh2_main_leather_15	inf_melee	30	com	wh_dlc07_brt_cha_prophetess_0	34	30	65	3680	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	50	com	wh_dlc07_brt_cha_prophetess_1	34	30	65	4152	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_40	cavalry	50	com	wh_dlc07_brt_cha_prophetess_2	34	30	65	4152	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
