land_units_tables																																																										
43																																																										
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_main_unit_long_text_def_cha_sorceress	wh2_dlc10_def_cha_sorceress_death_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	60	4160	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_sorceress_death	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_10	2100	inf_melee	15	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	3812		0		0	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_beasts	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_beasts_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4212	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_beasts	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_beasts_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_beasts	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_beasts_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_beasts	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
0	wh2_main_body_80	2100	war_beast	50	com	0	0	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_beasts_4	hu1b_elf_bc3_manticore_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	40	34	75	5260	wh2_dlc10_def_mnt_manticore	0		1	wh_dlc01_chs_manticore		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_beasts	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_beasts_manticore_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_80	2100	war_beast	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_beasts_5	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	46	50	75	7316	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_female_black_dragon		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_beasts	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_beasts_dragon_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_10	2100	inf_melee	15	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_dark_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	3812		0		0	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_dark	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_dark_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4212	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_dark	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_dark_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_dark	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_dark_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_dark	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
0	wh2_main_body_80	2100	war_beast	50	com	0	0	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_dark_4	hu1b_elf_bc3_manticore_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	40	34	75	5260	wh2_dlc10_def_mnt_manticore	0		1	wh_dlc01_chs_manticore		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_dark	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_dark_manticore_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_80	2100	war_beast	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_dark_5	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	46	50	75	7316	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_female_black_dragon		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_dark	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_dark_dragon_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_10	2100	inf_melee	15	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_death_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	3812		0		0	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_death	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_death_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4212	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_death	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_death_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_death	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_death_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_death	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
0	wh2_main_body_80	2100	war_beast	50	com	0	0	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_death_4	hu1b_elf_bc3_manticore_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	40	34	75	5260	wh2_dlc10_def_mnt_manticore	0		1	wh_dlc01_chs_manticore		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_death	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_death_manticore_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_80	2100	war_beast	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_death_5	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	46	50	75	7316	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_female_black_dragon		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_death	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_death_dragon_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_10	2100	inf_melee	15	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_fire_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	3812		0		0	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_fire	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_fire_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4212	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_fire	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_fire_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_fire	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_fire_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_fire	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
0	wh2_main_body_80	2100	war_beast	50	com	0	0	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_fire_4	hu1b_elf_bc3_manticore_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	40	34	75	5260	wh2_dlc10_def_mnt_manticore	0		1	wh_dlc01_chs_manticore		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_fire	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_fire_manticore_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_80	2100	war_beast	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_fire_5	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	46	50	75	7316	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_female_black_dragon		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_fire	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_fire_dragon_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_10	2100	inf_melee	15	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	3812		0		0	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_shadows	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_shadow_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4212	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_shadows	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_shadow_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_shadows	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_shadow_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	39	30	75	4412	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_shadows	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
0	wh2_main_body_80	2100	war_beast	50	com	0	0	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_shadow_4	hu1b_elf_bc3_manticore_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	40	34	75	5260	wh2_dlc10_def_mnt_manticore	0		1	wh_dlc01_chs_manticore		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_shadows	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_fire_manticore_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_body_80	2100	war_beast	50	com	13	71	wh2_dlc10_unit_long_text_def_cha_supreme_sorceress	wh2_dlc10_def_cha_supreme_sorceress_shadow_5	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_def_infantry_hero_blood	46	50	75	7316	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_female_black_dragon		1	none	wh2_dlc10_unit_short_text_def_cha_supreme_sorceress_shadows	wh_main_monster	placeholder	False	elite	wh2_dlc10_def_supreme_sorceress_fire_dragon_officer			False	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False
10	wh2_main_chainmail_100	2100	inf_melee	24	inf_mel	12	50	wh2_main_unit_long_text_def_inf_har_ganeth_executioners_0	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	hu1d_def_2handed_sword	wh2_main_def_infantry_medium_blood_dismembers	45	46	92	72		0		0	wh2_main_def_greatsword		6	none	wh2_dlc10_unit_short_text_def_inf_blades_of_the_blood_queen_0	wh_main_infantry_2handed	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_def_Har_Ganeth_Executioners	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh2_main_body_5	2100	inf_melee	20	inf_mel	12	50	wh2_dlc10_unit_long_text_def_inf_sisters_of_slaughter_0	wh2_dlc10_def_inf_sisters_of_slaughter	hu1b_def_whip_and_shield	wh2_main_def_infantry_witch_elves_blood_dismembers	38	60	82	67		0		0	wh2_dlc10_def_sisters_of_slaughter_whip		7	wh_missile_block_20_metal	wh2_dlc10_unit_short_text_def_inf_sisters_of_slaughter_0	wh_main_vmp_crypt_ghouls	placeholder	False	trained	A_blank_record			False	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	20	0	0	melee	False	False	False
10	wh2_main_body_5	2100	inf_melee	24	inf_mel	12	50	wh2_main_unit_long_text_def_inf_witch_elves_0	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	hu1b_elf_dual_sword	wh2_main_def_infantry_witch_elves_blood_dismembers	45	36	82	57		0		0	wh2_main_def_dual_swords_witch_elves		7	none	wh2_dlc10_unit_short_text_def_inf_sisters_of_the_singing_doom_0	wh_main_vmp_crypt_ghouls	placeholder	False	trained	A_blank_record			False	40	1500	0	wh_hideForest_fear_terror	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	20	0	0	melee	False	False	False
10	wh2_main_plate_30	2100	inf_ranged	6	inf_mis	12	50	wh2_main_unit_long_text_def_inf_darkshards_1	wh2_dlc10_def_inf_the_bolt_fiends_ror_0	hu1d_elf_sword_crossbow_shield	wh2_main_def_infantry_blood_dismembers	20	31	64	55		0		0	wh2_main_def_shortsword	wh2_main_def_repeater_crossbow_ror_0	4	wh_missile_block_55_metal	wh2_dlc10_unit_short_text_def_inf_the_bolt_fiends_0	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	30	False	vo_sel_def_Darkshards	vo_sel_ranged	vo_sel_culture	1	10	small	0	18	0	0	0	0	0	0	ranged	True	False	False
10	wh2_main_plate_30	2100	inf_melee	8	inf_mel	12	50	wh2_main_unit_long_text_def_inf_dreadspears_0	wh2_dlc10_def_inf_the_hellebronai_ror_0	hu1d_def_spear_and_shield	wh2_main_def_infantry_blood_dismembers	31	53	76	55		0		0	wh2_main_def_spear_ror		7	wh_missile_block_55_metal	wh2_dlc10_unit_short_text_def_inf_the_hellebronai_0	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_chargeReflector_hideForest	60	80	10	False	vo_sel_def_Dreadspears	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh2_main_body_50	2100	inf_melee	45	inf_mel	50	80	wh2_main_unit_long_text_def_mon_war_hydra_0	wh2_dlc10_def_mon_chill_of_sontar_ror_0	dr2_hydra	wh2_dlc10_hydra_chill_of_sontar	61	36	75	9450		0		0	wh2_dlc10_def_war_hydra_ror_0		1	none	wh2_dlc10_unit_short_text_def_mon_chill_of_sontar_0	wh_main_monster	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_terror	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	0	0	35	0	melee_gatecrusher	False	False	False
10	wh2_main_body_45	2100	inf_melee	50	inf_mel	20	33	wh2_dlc10_unit_long_text_def_mon_feral_manticore_0	wh2_dlc10_def_mon_feral_manticore_0	bc3_manticore	wh_dlc01_flying_manticore_blood	40	34	56	5095		0		0	wh_dlc03_bst_manticore		1	none	wh2_dlc10_unit_short_text_def_mon_feral_manticore_0	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh2_fear_rampage_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_body_50	2100	inf_melee	45	inf_mel	50	80	wh2_dlc10_unit_long_text_def_mon_kharibdyss_0	wh2_dlc10_def_mon_kharibdyss_0	dr2_kharibdyss	wh2_dlc10_def_monster_kharibdyss	55	30	65	9450		0		0	wh2_dlc10_def_kharibdyss		1	none	wh2_dlc10_unit_short_text_def_mon_kharibdyss_0	wh_main_monster	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_terror	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	0	0	35	0	melee_gatecrusher	False	False	False
10	wh2_main_body_90	2100	inf_melee	45	inf_mel	50	80	wh2_main_unit_long_text_def_mon_war_hydra_0	wh2_dlc10_def_mon_war_hydra_boss	dr2_hydra_boss	wh2_dlc10_def_monster_war_hydra_boss	62	58	65	14992		0		0	wh2_dlc10_def_war_hydra_boss		1	none	wh2_main_unit_short_text_def_mon_war_hydra_0_boss	wh_main_monster	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_terror_unbreakable	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	85	0	0	0	55	20	melee_gatecrusher	False	False	False
